Blattner,pdxBJ_20nM PN_Ave,WT_5uM PN_Ave,FoldChange
b1529,6.648055093,5.872164053,0.179040064
b1530,4.496803995,3.563142952,0.335749637
b1531,4.961507645,3.859866803,0.362227513
b1532,5.431340612,4.377574689,0.311176547
b1533,6.782252267,5.904850261,0.199863971
b1534,5.844585466,4.022791092,0.538903884
b4599,7.356736255,7.047114344,0.062033248
b4698,4.985605675,4.419860957,0.173767796
b1535,5.697479933,4.847625837,0.233045589
b1536,7.497714749,5.78250573,0.374756149
b0162,4.371524892,4.89948358,-0.164493079
b1537,4.856813744,3.459962997,0.489253552
b1538,6.917255943,6.322350252,0.129738877
b1539,9.071901931,9.004530114,0.010754051
b1540,6.81580072,5.843881564,0.221956215
b1541,8.511194017,8.727362733,-0.036184222
b1542,3.71869791,3.104217559,0.260567882
b1543,3.651440899,2.61163937,0.483510185
b1544,5.955805492,4.008670687,0.571172734
b1545,5.141171506,3.578175939,0.522872814
b1546,3.304771257,2.94931776,0.164169151
b0163,9.517103713,9.902536722,-0.057275553
b1547,3.248167101,2.506260965,0.37408921
b1548,3.684677535,2.966143261,0.312950087
b4533,3.199391075,3.141638708,0.026280071
b1549,2.569952228,2.972332957,-0.209854192
b1550,7.88882924,6.092522748,0.372771477
b1551,4.139437546,2.155691388,0.941284098
b1552,8.235031272,6.647327912,0.308999605
b1553,2.511356099,1.774343807,0.501181029
b4689,3.352289717,1.459560926,1.199612403
b1554,3.024828081,2.433435245,0.313858764
b0164,4.496169151,3.950598694,0.186625009
b1555,3.885791666,3.148372071,0.303602507
b1556,3.401794282,2.655981058,0.357051041
b1557,10.4505164,9.241894582,0.177313695
b1558,6.332826599,4.753558414,0.413841688
b1559,5.113895994,5.391923004,-0.076377076
b1560,2.115347293,2.196097974,-0.054047877
b1561,4.672367129,4.368654451,0.096964641
b1562,7.389567738,6.760368499,0.128388086
b1563,8.403538133,8.012466068,0.06875053
b1564,8.189367446,7.873087136,0.056822576
b0018,6.294582212,6.145766177,0.034517747
b0166,10.81954473,9.57747538,0.175922477
b1565,4.879628158,3.780383415,0.368238651
b1566,5.618153317,4.440069213,0.33951383
b1567,2.940815627,2.616117635,0.168788924
b1568,2.35634446,2.458386914,-0.061161539
b1569,1.646269643,1.850472658,-0.168693164
b1570,8.390951753,8.01665324,0.065834387
b1571,3.582385875,3.077640452,0.219096047
b1572,4.215681157,3.537910782,0.252868089
b1573,4.529503973,4.056803875,0.159009512
b1574,2.69506128,2.086441245,0.369273783
b0167,6.308967125,5.996456532,0.073293608
b1575,2.071344908,1.963149692,0.077397619
b1576,2.263163282,2.125046256,0.090846431
b1577,2.782066814,2.449446186,0.183701472
b0361,4.865355569,5.003008453,-0.040250646
b1579,3.529636442,2.918651263,0.274217752
b1580,4.98036943,4.389476033,0.182204024
b1581,3.224317924,2.81310168,0.196832303
b1582,5.313667477,4.469316915,0.2496536
b1583,7.809925136,7.55069062,0.048700113
b1584,7.069048771,6.726305799,0.071701726
b0168,8.660497817,9.153713202,-0.079907136
b1585,5.937554056,4.837830938,0.295508389
b1586,6.949981547,6.211189847,0.162139482
b1587,4.406628958,4.576536613,-0.054580797
b1588,4.196600135,4.599423321,-0.132231981
b1589,3.792384735,4.656304172,-0.296079973
b1590,5.422148126,5.748131528,-0.084228547
b1591,5.75751691,5.752678055,0.00121301
b1592,3.904264531,3.123508082,0.321883542
b1593,7.763123486,7.528101978,0.044351065
b1594,6.882011349,6.129936677,0.1669581
b4414,10.11519876,11.00829108,-0.122065855
b1595,4.236618947,3.472950852,0.28675138
b1596,5.64271453,5.90771053,-0.066209773
b1597,6.12169412,12.66262276,-1.04857339
b4601,4.611228455,8.709216336,-0.917391766
b1598,6.547413472,6.700487215,-0.033340914
b1599,3.911903029,3.639710126,0.104047052
b1600,4.322801356,3.960387868,0.126324812
b1601,4.318782843,3.924476403,0.138124592
b1602,9.306489456,8.885122127,0.066845458
b1603,9.542491732,9.154936935,0.059816084
b0169,10.33942305,11.33290957,-0.132362617
b1604,7.743858369,7.402836174,0.064974465
b1605,4.278686402,3.707061352,0.206891951
b1606,5.949198651,4.862770708,0.290916786
b1607,6.300887324,5.009010471,0.331029383
b1608,7.138308924,5.749099521,0.312246333
b1609,6.320052718,5.335620664,0.244280491
b1610,4.494402812,4.366041081,0.041803727
b1611,3.489822573,4.0260168,-0.206199503
b1612,5.652637052,7.335455295,-0.375962447
b1613,6.838097747,6.844062134,-0.001257812
b0170,9.764160828,10.84582827,-0.151572269
b1614,8.122049419,7.796722032,0.058976105
b1615,1.985778544,2.306870569,-0.21623232
b1616,2.193007683,2.206056755,-0.008559041
b1617,2.089169939,3.064587109,-0.552762863
b1618,6.89292967,7.6121165,-0.143180346
b1619,8.168278015,6.026046598,0.438820142
b1620,6.12165767,7.000002346,-0.193433036
b1621,5.470833196,4.761670361,0.200292819
b1622,5.815040698,5.837568023,-0.005578167
b1623,7.409537361,6.873049433,0.10843313
b0171,6.774783866,7.142784929,-0.076311761
b1624,7.367168174,6.746776442,0.126911818
b4409,7.189904018,6.201852161,0.213273376
b1625,5.30146009,3.608150493,0.555130238
b1626,5.877753754,5.286321913,0.153000638
b1627,5.867000384,5.166560701,0.183418866
b1628,6.09688381,5.526919171,0.141596539
b1629,5.349397924,5.367736766,-0.004937398
b1630,5.151869243,5.203053509,-0.014262567
b1631,5.011651186,5.563925092,-0.150816991
b1632,0.287786548,0.308674599,-0.10108761
b0172,9.050781938,8.765001956,0.046288026
b1633,5.363895689,5.769413791,-0.105143558
b1634,6.013895821,6.670510865,-0.149497379
b1635,8.1573422,7.739748757,0.075812439
b1636,6.169480801,6.12910067,0.009473682
b1637,8.390434189,7.951945883,0.077437531
b1638,7.141783412,6.715493542,0.088790951
b1639,5.866155551,5.747588868,0.029458459
b1640,5.999404532,5.992854801,0.001575894
b1641,11.22353755,11.15337581,0.009047032
b1642,10.1534754,10.23868237,-0.012056438
b0173,6.348719731,5.884912014,0.109444845
b1643,4.947462404,4.008425822,0.303652968
b1644,0.360701807,0.274168101,0.395745925
b1645,4.094671622,3.544875008,0.208012998
b1646,7.227367815,6.660196752,0.117905521
b1647,7.278805175,8.215451127,-0.174638149
b1648,5.315030207,4.792366574,0.149339625
b1649,3.432502122,2.716492756,0.337515412
b1650,5.644199142,5.20612218,0.116559721
b1651,8.70631061,8.346239198,0.060935223
b1652,5.318537771,5.101676954,0.060058111
b0174,7.918373219,7.499870887,0.078338309
b1653,4.839670976,4.797383577,0.012661174
b1654,10.08500511,10.0535739,0.004503365
b1655,4.999270214,4.397907691,0.184900184
b1656,6.114091563,5.591954468,0.128785544
b1657,5.80017561,4.7280875,0.294839846
b4602,7.554296944,6.289465986,0.264359966
b1658,6.759723548,6.692376191,0.014445702
b1659,4.280949871,4.262715443,0.00615819
b1660,6.312617632,5.219865389,0.274225764
b1661,8.892940576,8.233932486,0.111078926
b4413,5.983771071,7.595800316,-0.344146998
b0175,7.485924591,6.805884497,0.137397848
b1662,8.969268139,8.312782617,0.109658786
b1663,7.375422941,6.166369268,0.258304496
b1664,7.874235456,7.585731046,0.053851631
b1665,4.398708215,3.74425625,0.232400731
b1666,4.379400377,3.391655355,0.368743774
b1667,9.95163205,10.14044236,-0.027115539
b1668,4.994516883,4.66763988,0.097651876
b1669,3.945050526,3.132629394,0.332669676
b1670,4.059654869,3.178583427,0.352973127
b1671,3.883603696,3.23239723,0.264791486
b0176,8.230304928,7.744721632,0.087732497
b1672,3.922711314,3.082504213,0.3477483
b1673,2.537506185,2.300645973,0.141372342
b1674,2.179123944,2.177438918,0.001116008
b1675,8.455189518,7.425872859,0.187276478
b1676,8.622731621,9.303040294,-0.109557298
b1677,14.49252535,14.88428314,-0.038480731
b1678,7.372311091,7.272395006,0.019686387
b1679,8.133910961,7.916082969,0.039162465
b1680,8.016548215,7.859379293,0.028565793
b1681,7.539325577,7.62969302,-0.017189537
b0177,8.753547134,8.57304178,0.030060574
b1682,7.455278251,7.645570851,-0.036362025
b1683,7.186757936,7.483143395,-0.058303327
b1684,7.905755022,8.395906913,-0.086782921
b4430,8.476302056,7.198912056,0.235656106
b1685,9.374254119,8.969890422,0.063613543
b1686,6.635581599,6.861296807,-0.048258355
b1687,5.943193113,5.869684452,0.017955312
b1688,7.058259365,6.326330864,0.157943435
b4431,3.19373283,3.337042869,-0.06332659
b1689,3.720648282,5.263820276,-0.500556215
b0178,10.55268206,10.27812102,0.038033175
b1690,1.925083634,1.827771618,0.074835309
b1691,1.03309639,1.909885922,-0.886511601
b1692,4.541571098,3.10915614,0.546668396
b1693,7.907327034,6.124786642,0.368530505
b1694,2.686563848,2.139031682,0.328804274
b1695,3.515473025,2.383226753,0.560802601
b1696,4.292447814,4.307501952,-0.005050856
b1697,2.884179865,2.323083378,0.312120203
b1698,3.403193118,2.902346493,0.229669257
b1699,2.984906421,2.52235747,0.242912953
b0179,8.853963849,8.118065297,0.125187539
b1700,2.723007576,2.251821613,0.274108453
b1701,3.231131041,2.643396503,0.289646419
b1702,7.145764456,6.583946356,0.118135778
b1703,6.462918182,6.023949754,0.101475991
b1704,5.859304107,4.692763503,0.320291574
b1705,6.942459185,6.135775187,0.178201167
b1706,7.009973755,6.370991842,0.137891053
b1707,5.938770154,4.578435695,0.375309438
b1708,7.535666552,6.963910619,0.113837442
b1709,0.170377599,0.177874933,-0.062127549
b0180,9.039695554,8.627659174,0.067305
b1710,8.118848066,7.272146647,0.158893754
b1711,5.14128976,4.858265784,0.081688905
b1712,11.89230579,12.20595233,-0.037556396
b1713,9.583334353,9.855922182,-0.040463161
b1714,8.585331803,8.431985751,0.026001463
b1715,5.292054436,4.860445704,0.122739286
b1716,11.60379306,12.1847053,-0.070474886
b1717,11.68411655,11.93568866,-0.030733154
b1718,12.21876017,12.49879161,-0.032690718
b1719,10.29233802,10.56814522,-0.038151453
b0181,8.723668585,8.179846972,0.092861109
b4494,2.113293876,2.115484427,-0.001494662
b4535,5.463107112,4.307258975,0.342951641
b1722,5.875424768,4.598693709,0.353469044
b1723,7.76779821,6.657008553,0.222631701
b1724,9.448755667,8.475972314,0.156745474
b1725,8.583716481,8.909875377,-0.053802828
b1726,7.255422251,6.57488667,0.142093552
b1727,6.12355996,5.663928277,0.112567618
b1728,2.437483714,2.61455941,-0.101175273
b1729,7.79179885,6.22392217,0.324132414
b0182,6.94161342,5.935019869,0.226018164
b1730,2.471473836,1.871054398,0.40152013
b1731,4.801183574,4.423831039,0.118093813
b1732,6.218759663,4.464111411,0.478253829
b1733,5.159914975,4.89578027,0.075808484
b1734,3.984637345,3.960516874,0.008759702
b1735,4.575846821,4.350410271,0.072887295
b1736,5.342696971,5.254145061,0.02411216
b1737,4.363084687,3.558055363,0.294259518
b1738,7.027060274,6.792350872,0.049010287
b1739,11.39522713,9.848770341,0.210414166
b0183,6.71063739,5.488604674,0.290010373
b1740,10.04441719,9.238935381,0.120595335
b1741,4.833332878,4.129679382,0.22698858
b1742,3.448117793,3.12844464,0.140363485
b1743,7.250951812,5.798837324,0.322406719
b1744,3.476634211,2.476077938,0.489634558
b1745,3.557825922,2.576808175,0.465410781
b1746,3.356851859,2.976283051,0.173597135
b1747,2.364120496,2.665200257,-0.172940368
b1748,2.404076385,2.948723917,-0.294608016
b1749,5.948186178,5.955815462,-0.001849249
b0184,6.598397282,6.122773207,0.107930398
b1750,4.950883148,4.929646183,0.006201796
b1751,5.505217087,5.992506115,-0.122360021
b1752,0.356598911,5.114104814,-3.842107527
b1753,5.704189735,5.107876588,0.159298302
b1754,5.472400424,4.977485533,0.136756676
b1755,4.368674954,4.063345464,0.104527741
b1756,4.3748589,4.052097555,0.11056758
b1757,6.157404686,6.705478837,-0.123017968
b1758,5.209557846,4.714231793,0.144138235
b1759,5.938053477,4.740026764,0.325094881
b0019,7.394262433,6.671718495,0.14834783
b0185,7.994673202,7.68848173,0.056340329
b1760,4.721428378,3.855314914,0.292374677
b1761,10.3319463,9.926003992,0.05782711
b1762,5.904291795,4.834340956,0.288444795
b1763,5.794854137,6.114230204,-0.077398524
b1764,7.709558523,8.343284801,-0.113967245
b1765,7.996785008,8.43296699,-0.076620205
b1766,6.630595321,6.151754106,0.108140569
b1767,5.737113963,5.466963093,0.06958554
b1768,6.258196416,6.662612978,-0.090341153
b1769,2.970283534,2.637507522,0.171425444
b0186,5.385389129,4.799268828,0.166235966
b1770,4.729630168,5.004901403,-0.081614271
b1771,3.639430574,3.263856786,0.157134989
b1772,1.947828094,2.399800773,-0.301048283
b1773,2.493000145,2.678911366,-0.103763882
b1774,1.937473585,2.603082864,-0.426044597
b1775,1.995796582,2.214717753,-0.150158167
b1776,3.08670714,3.191024108,-0.047950898
b1777,7.083478974,7.625501995,-0.106374216
b1778,7.544469408,8.261517587,-0.130987378
b1779,12.22938263,12.79955334,-0.065741891
b0187,6.495226492,5.687925968,0.191477147
b1780,5.984800411,7.174639175,-0.261603143
b1781,7.156793007,6.123795746,0.22488709
b1782,7.515653431,6.648424902,0.176885953
b1783,8.219792901,7.159355533,0.19927232
b1784,7.200248349,5.970449608,0.27020709
b1785,2.567546437,2.36562341,0.118169944
b1786,4.480126697,3.778572944,0.245698058
b1787,7.620784891,7.192238203,0.083498791
b1788,5.049340961,4.116784552,0.294577151
b1789,5.859764941,5.340580062,0.133846346
b0188,5.474718258,4.760194217,0.201764285
b1790,4.880617705,4.091742975,0.254348227
b1791,3.620825069,2.899342753,0.320592583
b1792,8.853700844,8.980840349,-0.020569819
b1793,7.207450462,6.482583961,0.152920029
b1794,6.752844975,6.000063302,0.170517716
b4676,7.415744855,7.237612031,0.035077833
b4675,4.174277089,4.340120129,-0.056208605
b1795,11.42256006,10.64974632,0.101066963
b1796,3.339861175,3.325446403,0.006240118
b1797,2.924459106,2.547185222,0.199265944
b0189,9.307828886,9.485722082,-0.027312911
b1798,6.625842792,5.423316125,0.288928706
b1799,6.828120789,7.224182462,-0.081345752
b1800,4.534078984,4.495745518,0.012249149
b1801,2.305253377,2.811451731,-0.286389948
b1802,2.20472901,2.136197419,0.045556359
b1803,3.538080005,2.927117785,0.273485872
b1804,5.616091505,5.001924391,0.167083192
b1805,5.266177285,5.928473599,-0.170904612
b1806,7.771887773,6.920762404,0.167334092
b1807,5.45289934,5.803988966,-0.090021253
b4406,9.676808437,9.920127083,-0.0358273
b1808,5.257365338,4.561618592,0.204794168
b1809,9.349324589,8.710532394,0.102101246
b1810,7.79346042,7.149025532,0.124517445
b1811,8.113966728,8.181841231,-0.012018155
b1812,5.0584996,4.479596444,0.175340762
b1813,5.749301044,5.233641449,0.135571485
b1814,5.758384563,6.212580543,-0.109528511
b1815,3.190855441,2.839341751,0.168386744
b1816,5.782932599,5.275075757,0.132609474
b1817,11.13097655,11.35228521,-0.028402571
b0190,6.146191033,6.066099945,0.018923341
b1818,10.50147388,10.85807721,-0.048176824
b1819,10.50640519,11.01479145,-0.06817305
b1820,6.065958872,5.620837475,0.109950616
b1821,2.735525534,2.419632791,0.177029905
b1822,5.83353495,5.387416623,0.114776742
b1823,13.48454587,13.1522849,0.03599348
b1824,14.0130846,13.62828782,0.040170239
b1825,9.808181919,9.664426375,0.021301633
b1826,8.763108528,8.283034084,0.081283401
b4536,6.436292287,6.255378723,0.041132611
b0191,5.957774131,5.547150808,0.103026482
b1827,6.701704106,6.959433369,-0.054441858
b1828,2.584660447,3.113745606,-0.268676318
b1829,8.256139706,7.695680441,0.10141849
b1830,8.483751744,8.023532253,0.080464901
b1831,8.751056771,8.176134271,0.098038357
b1832,9.518404953,8.342360648,0.190264151
b1833,5.440368875,4.555115018,0.256216991
b1834,5.688462833,5.228185236,0.121728595
b1835,4.614029472,4.55299703,0.019210701
b1836,12.92149291,10.45584396,0.305463248
b0192,6.775903093,6.548311566,0.049290276
b1837,7.158945238,6.177068269,0.212824768
b1838,5.498959962,4.362831237,0.333894114
b4432,8.618683341,8.397375953,0.03752891
b4433,2.488926425,2.653904359,-0.092592796
b1839,8.608351004,8.312797954,0.050402758
b1840,7.555564733,6.693664001,0.174743458
b1841,8.558011158,7.407766186,0.208236997
b1842,7.19254695,6.046940391,0.250297376
b1843,5.885788551,4.872625698,0.272536311
b1844,7.052940316,5.877270642,0.263078497
b0193,4.09141797,3.923131995,0.060595051
b1845,5.494664425,4.966239668,0.145877487
b1846,5.948051214,5.958108501,-0.002437327
b1847,9.269593381,8.400704124,0.141995799
b1848,7.840274424,8.610233328,-0.135148181
b1849,4.824555247,5.498974258,-0.18876658
b1850,8.365529494,8.091803058,0.047995651
b1851,5.804906723,5.714661392,0.022604867
b1852,8.387933757,7.717545506,0.120173383
b1853,6.97990592,6.502748174,0.102158036
b1854,9.352769834,9.210804632,0.022066492
b0020,5.901585998,4.940627907,0.256408312
b0194,7.678018156,7.765672214,-0.016376841
b1855,6.743723305,6.164012363,0.129675588
b1856,8.219722951,8.911884078,-0.116640699
b1857,10.2118807,11.23300101,-0.137494821
b1858,7.328682516,7.452041533,-0.024081848
b1859,7.558925637,7.473462531,0.016404383
b1860,7.13053137,5.972118712,0.255766748
b1861,7.154262704,6.35345978,0.171260669
b4677,2.016494723,2.631965483,-0.384290939
b1862,2.810076518,2.67086177,0.073304104
b1863,7.637334671,7.349414598,0.055439905
b0195,5.404580712,4.504138778,0.262931419
b1864,8.334256441,8.298516214,0.006200088
b1865,8.231834428,8.244725963,-0.002257578
b1866,8.620218939,8.719881582,-0.016584031
b1867,6.534701643,5.820958554,0.166864622
b1868,4.885134453,4.031647001,0.277028944
b1869,7.859995644,7.652815164,0.038537958
b1870,5.86012694,5.357652409,0.12933093
b1871,5.802001144,5.529126701,0.069498948
b1872,3.442366579,2.950441049,0.222470106
b1873,2.190425832,1.932686778,0.18060352
b0196,7.1306489,6.234297061,0.19380647
b1874,7.178929496,6.571365174,0.127575613
b1875,6.715941908,6.433506273,0.061984528
b1876,6.49751275,6.459046191,0.008566422
b1877,3.9868204,2.924786024,0.446907534
b1878,3.738845232,2.790614428,0.422009948
b1879,4.733065095,3.27820085,0.529870515
b1880,2.289550032,2.174803644,0.074178941
b1881,4.760504253,4.129218367,0.205245683
b1882,5.640811967,5.025917781,0.166515776
b1883,3.357665262,2.904640852,0.209098619
b0197,9.707410438,8.580599609,0.178008025
b1884,2.698244174,2.250440837,0.261813271
b1885,3.093792187,2.408206825,0.361416992
b1886,3.515363738,2.872590902,0.291321427
b1887,4.789719313,3.610468285,0.407755144
b1888,3.192297907,2.524728903,0.338466807
b1889,3.258897097,2.568136919,0.343661677
b1890,2.709122338,2.015387107,0.426768572
b1891,5.232730626,4.736454868,0.143756355
b1892,5.677839521,4.561013255,0.31598771
b1895,9.017820466,7.809784915,0.207495971
b0198,7.157687872,6.026373279,0.248203595
b1896,7.225975208,5.534905626,0.384633587
