Blattner,WT_5uM PN_Ave
b2207,3.577346349
b2208,3.214278936
b2209,6.731487888
b0228,6.478389659
b2210,4.282309188
b2211,5.156347056
b2212,0.243082649
b2213,4.193058125
b2214,3.528481097
b2215,12.4132806
b4439,3.002688669
b2216,7.156332505
b2217,8.789207806
b2218,5.803552624
b0229,2.751807298
b2219,5.740295629
b2220,3.928637116
b2221,2.464550156
b2222,1.788629691
b2223,2.094403562
b2224,2.694398447
b2225,2.869783783
b2226,2.574851973
b4500,2.519366674
b2229,2.197077781
b0230,3.109686479
b2230,3.209124073
b2231,8.511779399
b2232,7.171241182
b2233,4.214574401
b2234,6.902508263
b2235,7.0829106
b2236,6.621475589
b2237,6.173780829
b2238,2.377664495
b2239,6.065216532
b0231,4.385677192
b2240,5.357013884
b2241,6.301717207
b2242,3.784355163
b2243,3.033551552
b2244,5.75160023
b4543,7.560568058
b2245,3.930142364
b2246,3.036115441
b2247,2.814624902
b2248,3.253620134
b0024,5.115868008
b0232,4.478999356
b2249,6.65208991
b2250,5.2608769
b2251,5.632648365
b2252,2.290442552
b2253,3.940075553
b2254,3.84002898
b2255,4.400482173
b2256,0.290964609
b2257,3.587979329
b4544,0.542882046
b0233,3.245754069
b2258,5.07131541
b2259,6.903513779
b2260,4.995563583
b2261,6.318452181
b2262,6.543958536
b2263,4.760380505
b2264,5.112717059
b2265,4.769061198
b2266,10.80327106
b2267,7.08728739
b0234,2.595045981
b2268,4.624532507
b2269,2.205213369
b2270,2.992632932
b2271,2.173139107
b2272,4.458271207
b2273,2.375925128
b2274,2.636464607
b2275,3.614912924
b2276,7.306707081
b2277,7.057295494
b0235,1.769313899
b2278,7.052740746
b2279,7.026706111
b2280,7.944532252
b2281,7.186220901
b2282,6.93963012
b2283,7.101842522
b2284,7.688534576
b2285,8.390781979
b2286,6.999715644
b2287,7.93002227
b0236,2.511624121
b2288,8.137837365
b2289,8.064196372
b2290,6.332477335
b2291,5.867935853
b2292,6.801128534
b2293,8.68576801
b2294,8.803427597
b2295,7.222964765
b2296,8.900983136
b2297,8.176009708
b0237,8.929651936
b2298,3.539530523
b2299,6.467695501
b2300,7.051723987
b2301,5.492278143
b2302,4.102990172
b2303,7.702288317
b2304,8.588899872
b2305,4.847639577
b2306,4.783411393
b2307,4.642934266
b0238,6.832177641
b2308,5.737009581
b2309,7.627015149
b2310,6.001170636
b2311,4.409061404
b2312,5.59341266
b2313,6.517884801
b2314,7.043715463
b2315,6.874749326
b2316,8.724564648
b2317,6.6307923
b0239,6.481262251
b2318,6.805639615
b2319,6.240361979
b2320,6.59371181
b2321,4.585354442
b2322,3.372563414
b2323,9.366329292
b2324,4.955078379
b2325,7.246994517
b2326,0.535408832
b2327,6.303387126
b0240,9.335491709
b2328,6.088447055
b2329,7.229567425
b2330,7.651931233
b2331,7.475810751
b2332,6.218787803
b2333,2.705953674
b2334,2.120808877
b2335,2.247994162
b2336,2.225820981
b4661,3.107634598
b0241,2.185056499
b2339,1.62639016
b2340,6.108339629
b2341,2.216085433
b2342,6.242261462
b2343,10.88081344
b2344,5.444690907
b2345,2.324239966
b2346,6.910078174
b2347,4.822808459
b2348,2.633148764
b0025,7.952860296
b0242,7.360330489
b2349,2.996241267
b2350,6.138171381
b2351,6.584908979
b2352,5.31017048
b2353,4.828393409
b2354,3.246447091
b2355,2.300100791
b2356,2.352661516
b2357,1.436403679
b2358,1.368595243
b0243,7.384584888
b2359,3.259196221
b2360,2.887874268
b2361,1.879147939
b2362,0.807530497
b2363,3.427333226
b4545,2.535778426
b4501,5.344119341
b4643,4.504880872
b2364,3.451136365
b2365,2.720314878
b0244,7.100627234
b2366,4.157874915
b2367,2.184826767
b2368,2.116658791
b2369,7.174933656
b2370,5.272915369
b2371,2.422276859
b2372,2.570301024
b2373,2.05896445
b2374,2.292744947
b2375,2.588139123
b4626,4.050417786
b2376,4.793602556
b2377,9.01594087
b2378,7.534562168
b4680,5.262967184
b2379,5.726667809
b2380,5.255231635
b2381,5.936023865
b2382,5.138393011
b2383,2.594245513
b2384,1.920047115
b0245,4.345463254
b2385,2.38878237
b2386,2.190385339
b2387,2.403863043
b2388,8.611423804
b2389,4.779652373
b2390,8.979860148
b2392,10.42252521
b2393,6.294251409
b2394,5.711693123
b2395,4.681005692
b0246,4.230497977
b2396,2.641735906
b2397,3.122667242
b2398,8.447936713
b2399,7.726956078
b2400,7.729388006
b2401,4.748782662
b2403,5.010406744
b2404,4.412140096
b2405,4.932129773
b2406,3.275501989
b4504,3.104588949
b2407,2.283986445
b2408,3.200795858
b2409,3.681107166
b2410,6.04404049
b4546,6.319499889
b2411,6.09925348
b2412,8.323602041
b2413,6.511766434
b2414,10.20369122
b2415,11.52895224
b0247,3.216462374
b2416,11.03723204
b2417,12.24812091
b2418,6.677349557
b2419,3.819974703
b2420,4.759468947
b2421,6.861702086
b2422,7.155350643
b2423,3.6605598
b2424,4.698702038
b2425,7.320478678
b0248,5.482755453
b2426,8.589766003
b2427,3.977994805
b2428,6.198072319
b2429,4.550690868
b2430,3.514531731
b2431,7.584051976
b2432,5.10802149
b2433,4.727048749
b2434,5.389460782
b2435,5.114350141
b0249,4.990734637
b2436,4.633911744
b2437,3.745537619
b2438,4.940094096
b2439,4.311881675
b2440,5.072964461
b2441,6.087601561
b2442,5.02299864
b2443,5.080000805
b2444,2.673422061
b2445,2.680783923
b0026,8.461846701
b0250,6.120648785
b2446,3.010618756
b2447,2.97765571
b2448,4.595891726
b2449,5.778751497
b2450,7.660575238
b2451,2.477802203
b2452,2.537704546
b2453,2.355695807
b2454,2.109997945
b2455,2.098381653
b0251,3.970279168
b2456,2.335106274
b2457,4.369939901
b2458,2.897910538
b2459,2.272690625
b2460,2.685976753
b2461,2.76088847
b2462,2.535894329
b2463,7.321015909
b2464,7.160297306
b2465,7.039464904
b4627,3.742815659
b2466,5.149762162
b2467,6.974374027
b2468,3.513237552
b2469,3.930966004
b2470,4.049112155
b4606,11.95174363
b2471,6.65733793
b2472,6.971268951
b4547,7.802020196
b2473,6.919993794
b4628,2.414863854
b2474,4.950848212
b2475,6.887242168
b2476,7.279474871
b2477,8.183109439
b2478,9.699712915
b2479,1.540772263
b2480,7.863606766
b2481,0.221923469
b2482,2.378453051
b2483,2.664404485
b0252,3.194868969
b2484,2.486710024
b2485,2.165847435
b2486,2.749338636
b2487,2.8666711
b2488,3.201335268
b2489,2.92627777
b2490,2.788576345
b2491,2.563839938
b2492,4.153600795
b2493,6.373300007
b0253,4.296675487
b2494,5.953695789
b2495,8.050578729
b2496,5.488927643
b2497,4.304230707
b2498,7.816192812
b2499,6.713058672
b2500,6.496472752
b2501,6.826512336
b2502,6.849447824
b2503,2.876000509
b0254,3.525051003
b2504,7.148100823
b2505,2.6625941
b2506,3.6327526
b2507,7.77157066
b2508,6.731813814
b2509,6.12277169
b2510,6.455971428
b2511,7.307119623
b2512,7.967105331
b2513,8.112482324
b4587,4.648064773
b2514,8.324207569
b2515,8.348756859
b2516,7.947512258
b2517,6.681072376
b2518,5.535163488
b2519,3.860757909
b2520,7.059601115
b2521,8.922388185
b4440,6.172455068
b2522,5.413262177
b0256,4.882829722
b2523,6.21656733
b2524,6.500837564
b2525,6.556422987
b2526,5.804564565
b2527,4.695001164
b2528,7.879675414
b2529,7.887545992
b2530,6.41563529
b2531,6.538508794
b2532,7.779596327
b4690,4.986636651
b2533,5.551506539
b2534,2.430468655
b2535,4.263554819
b2536,4.706264524
b2537,4.891946678
b4706,0.817555759
b2538,3.849741812
b2539,1.338226001
b2540,3.843214905
b2541,3.669263698
b0027,8.072030925
b0258,4.097304204
b2542,3.746834953
b2543,7.069388833
b2544,3.845430849
b2545,3.854526475
b2546,2.79655315
b2547,2.820492597
b2548,2.464901341
b2549,2.438546468
b2550,3.865618843
b2551,10.01030105
b0259,6.693079642
b2552,4.050172251
b2553,8.055036213
b2554,5.12333852
b2555,4.762969733
b2556,4.87204283
b4441,7.433665022
b2557,6.38967821
b2558,2.929546315
b2559,5.204010839
b2560,6.172086864
b0260,3.394472328
b2561,3.656680953
b2562,4.014861094
b4687,6.307124969
b4608,2.042562743
b2563,0.226394233
b2564,8.03867818
b2565,6.127915398
b2566,7.418595831
b2567,7.348749637
b2568,6.951198749
b0261,6.862854144
b2569,7.047926325
b2570,5.811970184
b2571,1.945696502
b2572,8.61072919
b2573,8.154352133
b2574,5.501607203
b2575,4.773087368
b2576,6.060346584
b2577,4.822184997
b2578,4.886640713
b0262,3.391660844
b2579,16.00323432
b2580,6.802745501
b2581,8.71884267
b2582,6.127023368
b2583,3.874599359
b2584,6.584266079
b2585,7.108202172
b2586,6.149230228
b2587,8.544864308
b2588,2.372100528
b0263,3.289401272
b2589,9.159732298
b2590,6.819152348
b2591,9.641050217
b2592,7.754114143
b4609,6.769457482
b2593,6.380912152
b2594,6.559656601
b2595,8.324423032
b2597,14.78986445
b2598,8.177907212
b4576,4.504534032
b2599,9.52929146
b2600,7.413475484
b2601,7.709022816
b2602,5.467262139
b2603,6.190116959
b2604,5.357050229
b2605,6.676623901
b2606,11.94403686
b2607,11.12881112
b2608,10.80972568
b2609,11.07110804
b2610,8.121812634
b2611,5.549705225
b4461,5.70050628
b2614,9.609144447
b2615,6.264972737
b2616,3.8915602
b2617,9.118515687
b2618,4.927379708
b2619,6.16371406
b0256,3.957005377
b2620,7.787018685
b2621,17.76793153
b2622,6.433228421
b2623,4.107970423
b2624,3.185501171
b2625,1.933833259
b2626,2.378497828
b2627,5.100635408
b2628,5.134514149
b2629,3.834666821
b4505,5.13863364
b2630,7.159204427
b2631,7.271823266
b2632,2.881765533
b2633,3.155510698
b2634,2.668690641
b2635,0.2216947
b2636,2.967870014
b2637,3.638983007
b2638,3.32564794
b2641,3.334880232
b0028,6.917856029
b0266,4.389614849
b2642,3.551063024
b4644,2.691426864
b2643,3.020060655
b2644,2.403013867
b4548,2.306916031
b2645,2.332595803
b2646,2.137500193
b4645,4.675754755
b2647,3.620391669
b2648,2.295794779
b0267,2.59916994
b2649,2.449383859
b2652,1.652168114
b4462,2.340501478
b2659,4.076403867
b2660,4.211947663
b2661,5.477565277
b2662,6.210482474
b2663,3.089333184
b2664,5.509263307
b2665,9.781246293
b0268,3.770544053
b2666,6.387670209
b2667,3.979815979
b2668,5.053282421
b2669,5.034443217
b2670,8.74865665
b2671,6.336261816
b2672,10.37828066
b2673,9.656538802
b2674,9.043686503
b2675,7.868783788
b0269,3.709238608
b2676,7.720599791
b2677,5.085178562
b2678,5.358378349
b2679,6.065143909
b2681,2.545417888
b2682,6.177954153
b2683,5.392068752
b2684,6.58746651
b2685,3.921438906
b2686,3.886436773
b0270,2.933588758
b2687,9.443786912
b4442,8.315381029
b2688,7.69115646
b2689,6.756340008
b2690,6.612224388
b2691,3.957472672
b2692,4.7881209
b2693,5.792476938
b2694,7.301374911
b2695,8.634504904
b0271,3.380971576
b2696,11.97372615
b2697,8.832958674
b2698,3.704987727
b2699,9.113571855
b2700,5.959318895
b2701,4.705588587
b2702,6.733716251
b2703,4.283573073
b2704,3.710081153
b2705,4.977756359
b0272,5.504704675
b2706,3.915726844
b2707,7.01449737
b2708,5.705453693
b2709,3.322759216
b2710,2.868357881
b2711,2.439749924
b2712,4.112653189
b2713,4.211099786
b2714,5.069435783
b2715,3.431272165
b0273,8.915552277
b2716,4.075884835
b2717,6.163715522
b2718,4.19541024
b2719,3.352977772
b2720,2.993023515
b2721,3.27246129
b2722,3.597324955
b2723,3.429996131
b2724,3.213099199
b2725,4.314308341
b4688,4.819373223
b2726,5.709383045
b2727,6.054110933
b2728,0.729502864
b2729,5.234240028
b2730,5.436673608
b2731,3.409587326
b2732,3.709233136
b2733,5.233458556
b2734,2.383663299
b2735,5.436497595
b4576,5.093412497
b2736,2.726083884
b2737,3.021428567
b2738,2.773410101
b2739,2.803632518
b2740,3.255487393
b2741,10.68778693
b2742,9.711465907
b2743,7.130119184
b2744,6.256541006
b2745,6.549300469
b0029,6.84649109
b0022,4.400980617
b2746,0.901738149
b2747,5.946361812
b2748,7.330089186
b2749,5.257865113
b2750,0.250621483
b2751,7.364646615
b2752,7.918777555
b2753,4.887448702
b2754,5.199471037
b2755,4.273320404
b0276,5.542359707
b2756,4.372265218
b2757,4.155106795
b2758,3.370838056
b2759,3.312900264
b2760,2.585242268
b2761,4.161724969
b4701,2.451187055
b2762,5.861727997
b2763,2.217367639
b2764,6.478506309
b0277,4.084420767
b2765,4.823804558
b2766,4.795803454
b2767,3.859322667
b2768,3.535696245
b2769,2.934227391
b2770,2.944473281
b2771,2.197470144
b4463,2.31844691
b2774,2.42823533
b2775,2.511499292
b0278,2.970149243
b2776,2.997076317
b2777,5.986388278
b4682,2.33971982
b2778,2.115259526
b2779,11.81348769
b2780,8.856688924
b2781,6.477988565
b2782,0.152899856
b2783,7.214602353
b2784,6.714249027
b0279,2.297455021
b2785,6.555100054
b2786,4.681186492
b2787,3.725268997
b2788,2.520179744
b2789,2.811640624
b2790,8.505183472
b2791,5.154164753
b2792,4.605483955
b4408,16.80204936
b2793,5.897934973
b0280,6.915410584
b2794,5.623856158
b2795,8.744618899
b2796,4.728561251
b2797,3.955143593
b2798,4.233008328
b2799,5.855904958
b2800,5.419633972
b2801,3.8958315
b2802,3.331997335
b2803,3.916787955
b0281,5.025146126
b2804,4.977748736
b2805,5.872454666
b2806,6.071873449
b2807,5.946509228
b2808,5.002886339
b4443,6.857106536
b2809,6.56682962
b2810,5.605577148
b2811,6.60362201
b2812,5.609119927
b2813,5.523453957
b2814,7.258454273
b2815,8.298305292
b2816,5.805664241
b2817,4.712645865
b2818,6.870951194
b2819,5.357408146
b2820,5.23981196
b2821,5.393018892
b2822,5.238330391
b0282,4.16051371
b2823,4.911070013
b2824,3.705828047
b2825,4.233005083
b2826,3.659559322
b2827,7.164609427
b2828,6.653853619
b2829,7.334090268
b2830,8.868189525
b2831,4.432317625
b2832,5.727869329
b0282,3.215441952
b2833,8.466447736
b2834,8.371501695
b2835,5.744998204
b2836,5.590918724
b4444,3.054498888
b4445,3.511684601
b2837,6.263097252
b2838,7.165552873
b2839,3.945276336
b2840,5.93872556
b0030,4.789566658
b0283,3.417905209
b2841,4.012035033
b2842,4.695717209
b2843,3.781480331
b2844,6.501931655
b2845,2.925623373
b2846,3.058746393
b2847,3.246811247
b2848,2.214032635
b4683,1.924485704
b2849,1.990236204
b0284,3.232844833
b2850,2.205075765
b2851,2.331653587
b2852,1.791812509
b2853,2.567473248
b2854,1.736850341
b2855,2.182695255
b2858,2.05444137
b2859,1.556510469
b0361,4.406081638
b4272,6.178163878
b0285,3.029089829
b2862,3.790859291
b2864,3.415514228
b2865,6.237643694
b2866,3.499362203
b2867,2.788242266
b2868,4.156359261
b2869,7.335316422
b2870,2.407291259
b2871,2.8787031
b2872,2.921667195
b0286,2.749954423
b2873,2.701367012
b2874,4.209127223
b2875,5.33573152
b2876,7.426598922
b2877,5.948649041
b2878,2.932894647
b2879,2.263578334
b2880,2.537101992
b2881,3.013937585
b2882,3.605348481
b0287,9.294337483
b2883,3.734277078
b4464,3.634542257
b2886,0.325822684
b2887,2.548713802
b2888,2.585803268
b4684,2.285587436
b2889,4.514557867
b2890,8.701166305
b2891,8.46740275
b2892,6.099725746
b0288,4.811478788
b2893,6.834581347
b2894,6.168843816
b2895,7.287962291
b2896,6.70318218
b2897,8.831814705
b2898,8.010482733
b2899,10.50607628
b2900,6.864328638
b2901,7.448542749
b2902,3.479535619
b0289,4.054984714
b2903,4.2657664
b2904,5.662464495
b2905,5.300146745
b2906,6.794964829
b2907,6.937168246
b2908,7.916931598
b2909,8.149761809
b2910,9.239960299
b2911,11.24935663
b2912,6.614409442
b0290,3.676242584
b4446,5.580612091
b2913,10.53033797
b2914,8.649806469
b2915,3.362506755
b2916,6.903382953
b2917,2.745248053
b2918,2.521915364
b2919,2.345065497
b2920,2.696129106
b0291,2.730984013
b2921,4.403225824
b2922,7.560792336
b2923,5.573087541
b2924,8.295117537
b2925,11.05639754
b2926,10.1055471
b2927,8.448688742
b2928,4.706790023
b2929,5.620155323
b2930,2.651904194
b0292,2.478673518
b4465,2.610707766
b2933,2.592593607
b2934,2.495930426
b2935,8.532434141
b2936,7.132981733
b2937,6.61510618
b2938,8.075423255
b2939,7.119254511
b2940,7.854868751
b2942,5.314266866
b0004,9.484731884
b0031,8.305315119
b0293,5.634364173
b2943,6.258450525
b2944,3.812800157
b2945,2.771429332
b2946,6.275388768
b2947,7.280247759
b2948,7.530532395
b2949,6.364037742
b2950,3.257688612
b2951,5.467617383
b2952,6.318432731
b0294,2.449671799
b2953,5.962227763
b2954,5.882834908
b2955,5.174783078
b2956,2.854959265
b2957,4.392799419
b2958,6.09380951
b2959,9.085994248
b2960,6.753575129
b2961,6.30462926
b2962,8.082038746
b0295,5.458390978
b2963,4.918260694
b2964,7.321069427
b2965,5.704289693
b2966,5.16286603
b2967,3.891539078
b2968,3.589681494
b2969,5.527952494
b2970,2.191794378
b2971,2.139008336
b2972,2.751345393
b4506,5.933842348
b4466,3.424446998
b2975,3.543000223
b2976,5.407295596
b2977,6.187733363
b4467,4.833987785
b4468,0.213020009
b2979,4.130988477
b2980,6.831129136
b2981,2.965276501
b0259,7.076048411
b0296,9.941160172
b2983,2.946242713
b2984,2.187064805
b2985,2.185437389
b2986,1.835289889
b2987,2.478566501
b2988,7.045119578
b2989,8.196378303
b2990,5.106836143
b2991,4.410159588
b2992,4.764368118
b4671,3.568637685
b2993,2.044479888
b2994,5.174569586
b2995,4.464350591
b2996,5.194855458
b2997,6.238909085
b2998,2.695733073
b4658,4.175903854
b3001,8.608389219
b3002,7.09065765
b3003,4.06650816
b4630,3.093645848
b3005,9.533488552
b3006,10.00492739
b3008,6.368090863
b3009,7.153545847
b3010,3.952586765
b3011,8.702552461
b3012,7.642663565
b3013,2.96100982
b3014,3.755523599
b4469,6.069225743
b0297,2.075733944
b3017,6.242387651
b3018,5.613771976
b3019,6.303208646
b3020,4.921805289
b3021,6.414819461
b3022,7.012541295
b3023,4.119760095
b3024,8.870236647
b3025,4.517610887
b3026,3.586958971
b0298,5.073612694
b3027,2.555909313
b3028,5.940416947
b3029,11.14298149
b3030,6.831022609
b3031,0.913714374
b3032,8.974002687
b3033,8.657845103
b3034,6.801297396
b3035,7.835936632
b3037,8.553220973
b1026,4.013065723
b3038,6.633244718
b3039,5.428465277
b3040,7.494839718
b3041,8.334983639
b3042,10.47769981
b3043,3.111642996
b3046,2.732470306
b4272,5.890399128
b0361,4.263972312
b3047,2.869777147
b0032,6.603454396
b0300,3.479150165
b3048,3.4321334
b3049,8.899784934
b3050,3.309045829
b3051,3.217156992
b4447,7.094147911
b4611,8.01890593
b3052,6.752292358
b3053,6.340717261
b4631,3.163073291
b3054,5.889431938
b3055,5.62361172
b3056,6.953758353
b3057,6.091092947
b3058,5.015159934
b3059,5.565353564
b3060,5.396330232
b3061,2.170496593
b3062,2.458278705
b3063,2.77543959
b0301,3.027724865
b3064,5.906300763
b3065,11.11358117
b3066,5.692960604
b3067,8.404980182
b3068,7.16247422
b3069,4.072075513
b3070,6.138890981
b3071,6.297975196
b3072,3.393210314
b3073,6.261493669
b0303,2.16467506
b3074,4.443912881
b3075,5.052016845
b3076,2.460376545
b3077,2.504161311
b3078,2.048249736
b3079,2.272687105
b3080,2.698070966
b3081,4.972429202
b3082,5.019924151
b3083,3.449429456
b0304,3.7189844
b3084,4.748039734
b3085,4.034462405
b3086,2.636307143
b3087,8.262562767
b3088,3.394359858
b3089,10.07139991
b3090,4.347456087
b3091,4.527086925
b3092,5.135712474
b3093,4.06108096
b0305,2.582743067
b3094,8.264402653
b3095,6.80769242
b3096,6.738245201
b3097,8.803418272
b3098,9.71060742
b3099,9.208795931
b3100,8.630142407
b3101,3.872351384
b3102,4.858718118
b3103,8.061888023
b0306,3.957745501
b3104,3.310718679
b3105,6.421706309
b3106,4.020296147
b3107,8.847170712
b4470,4.572092824
b3110,4.164317816
b4471,3.383871804
b3113,3.514829107
b3114,2.879179554
b3115,2.736622752
b0307,4.061355389
b3116,3.451093808
b3117,3.131939621
b3118,5.996307191
b3119,2.232978765
b3120,2.554968443
b3121,2.112028842
b3123,15.48430142
b3124,4.094272588
b3125,3.986052979
b3126,2.937258401
b0308,4.113793837
b3127,2.873547777
b3128,4.709395079
b3129,1.829811249
b3130,7.055342146
b3131,6.48074592
b3132,2.65517799
b3133,2.923730481
b3134,3.056915871
b3135,3.513003667
b3136,2.619194619
b0310,1.719652893
b3137,2.271280049
b3138,1.895476093
b3139,2.03192921
b3140,2.548905809
b3141,2.251874988
b3142,3.528149723
b3143,2.590238778
b3144,3.813630202
b3145,4.081276732
b3146,5.027518194
b0033,6.819155937
b0311,3.728251376
b3147,6.64219975
b3148,6.564266216
b3149,6.896997524
b3150,6.981330073
b3151,5.565787622
b3152,5.484255316
b3153,4.168272132
b3154,4.192701933
b3155,5.947961121
b3156,8.837693737
b0312,4.454037278
b3157,10.2106889
b3158,4.292939365
b3159,4.284480546
b3160,4.503054196
b3161,4.781323783
b3162,9.637154226
b4685,7.856656712
b3163,9.063353276
b3164,9.873528773
b4449,6.57055638
b0313,4.543263679
b3165,11.37866821
b3166,6.869443752
b3167,8.32704461
b3168,9.558303613
b3169,9.057972088
b3170,8.56620342
b3171,5.988062521
b3172,8.925626947
b3173,3.339762502
b3174,6.776260202
b0314,4.325665499
b3175,9.79101087
b3176,8.731832267
b3177,7.323313349
b3178,9.067238657
b3179,8.768137926
b3180,9.169936929
b3181,8.125140024
b3182,4.339340692
b3183,8.340837391
b3184,6.887381752
b0315,3.454407795
b3185,11.86634569
b3186,12.07618374
b3187,7.377303528
b3188,5.95346194
b3189,7.665258945
b3190,7.42791772
b3191,3.188888934
b3192,7.899479069
b3193,7.630722973
b3194,6.791609091
b0316,4.570988414
b3195,6.704242568
b3196,5.2130286
b3197,6.365642745
b3198,7.035606145
b3199,6.875636648
b3200,7.745849054
b3201,7.406646991
b3202,7.955424864
b3203,8.899977149
b3204,7.883014447
b0317,3.371143112
b3205,7.488323861
b3206,6.698768175
b3207,8.327506083
b3208,5.110880248
b3209,7.347520419
b4450,6.395927075
b3210,6.744635097
b3211,3.65566316
b3212,9.183195088
b3213,9.793147871
b0318,4.239576236
b3214,4.786734123
b3215,2.565632564
b3216,3.069507314
b4569,2.965396643
b0259,1.233127115
b3219,0
b3220,0.006830985
b3221,4.540333413
b3222,0.891631919
b3223,4.255301431
b0319,2.44227375
b3224,4.247627889
b3225,5.51679705
b3226,6.390051937
b3227,2.79464011
b3228,8.044580717
b3229,8.632439937
b3230,11.26818604
b3231,10.37958421
b3232,5.36783133
b3233,10.92387477
b0320,1.99377717
b3234,5.627865974
b3235,5.509578426
b3236,9.40580109
b3237,8.349899434
b3238,6.028269596
b3239,6.513359615
b3240,2.847605955
b3241,3.660317932
b3242,5.032789318
b3243,5.674090517
b0034,7.014337864
b0321,2.475197737
b3244,7.464947549
b4472,4.968036288
b3247,5.959818085
b3248,6.325739892
b3249,0.625698273
b3250,6.248697677
b3251,8.419124169
b3252,5.385072963
b3253,6.68195838
b4697,4.998877892
b0323,2.540336392
b4646,3.753804351
b3255,7.586926526
b3256,7.530084396
b3257,3.973609557
b3258,4.180361698
b3259,5.850274211
b3260,8.262272028
b3261,9.215656459
b3262,2.804151928
b3263,2.58484801
b0324,4.473138188
b3264,2.039631744
b3265,2.366996381
b3266,3.183246983
b3267,6.369758104
b3268,4.926636884
b3269,2.835913059
b3270,2.914843713
b3271,3.859323636
b3272,2.272199694
b3273,2.256429586
b0325,6.866390499
b3274,2.765680119
b3275,9.212324096
b3276,3.518077757
b3277,4.711335195
b3278,9.483179078
b3279,8.306958472
b3280,7.579896436
b3281,7.180996072
b3282,7.174511316
b3283,8.447627807
b0326,1.518140045
b3284,9.978172479
b4473,7.39310602
b3287,9.074383868
b3288,7.540779146
b3289,6.755279234
b3290,6.333854206
b3291,10.06252884
b4550,5.256130697
b3292,6.42131349
b3293,6.583334987
b0327,4.997147574
b3294,11.5343729
b3295,11.39389025
b3296,11.88162321
b3297,11.31545226
b3298,11.78334193
b3299,12.05927413
b3300,11.78192752
b3301,12.65426142
b3302,11.56809842
b3303,12.08936411
b0328,6.478829177
b3304,11.53966271
b3305,11.66350576
b3306,11.70618886
b3307,11.80439103
b3308,11.54782893
b3309,12.14511785
b3310,12.56415391
b3311,11.7875339
b3312,11.19071266
b3313,11.8158124
b0329,10.15397976
b3314,11.55544688
b3315,11.79666469
b3316,11.3474864
b3317,11.38912499
b3318,11.88469824
b3319,11.39322053
b3320,11.70126395
b3321,11.0626043
b3322,4.197707991
b3323,3.217098535
b0330,3.155589687
b3324,2.847484054
b3325,3.523628725
b3326,2.652033695
b3327,3.063540346
b3328,2.657628148
b3329,2.408704278
b3330,2.28498224
b3331,3.210683942
b3332,3.05877924
b3333,3.529363663
b0331,2.559662213
b3334,1.158407659
b3335,4.453336202
b3336,7.435486699
b3337,8.921559176
b3338,3.877836471
b3339,12.77172045
b3340,11.34644457
b3341,10.71459346
b3342,11.01617206
b3343,5.446598885
b0035,3.231694146
b0333,2.148224544
b3344,5.648949911
b3345,5.058238614
b3346,6.293862532
b3347,8.784208649
b3348,6.73285143
b3349,11.09137388
b4551,7.601408899
b3350,5.429906494
b3351,5.340673277
b3352,5.635125248
b0334,2.528242212
b3353,4.868822716
b3354,6.059117341
b3355,6.487491763
b3356,9.541247902
b3357,9.657526837
b3358,5.494125789
b3359,6.986683864
b3360,4.220446538
b3361,6.41849586
b3362,6.815432218
b0335,2.701781059
b3363,6.437051475
b3364,4.047900932
b3365,6.453847328
b3366,7.381895362
b3367,6.315511018
b3368,6.253133006
b3369,4.190940012
b3370,2.390193289
b3371,2.99117219
b4474,3.17153265
b0336,4.823924093
b3374,3.697662978
b3375,5.623150726
b3376,3.492621147
b3377,2.885504885
b3378,3.183613239
b3379,2.909029263
b3380,2.6044337
b3381,2.029931913
b3382,3.902709334
b3383,4.878760296
b0337,5.866328258
b3384,7.775497615
b3385,7.054648054
b3386,7.4744307
b3387,6.715848479
b3388,7.982671698
b3389,8.460176625
b3390,8.410565973
b3391,3.203029452
b3392,2.941681074
b3393,2.772504506
b0338,3.091557597
b3394,0.652968978
b3395,3.906876688
b3396,4.922243122
b3397,5.492581872
b3398,5.356575521
b3399,6.101010667
b3400,6.646561171
b3401,6.52245775
b3402,4.267774614
b3403,9.315259091
b0339,3.437646909
b3404,5.666847824
b3405,7.596107262
b3406,5.376274228
b3407,5.970661355
b3408,11.34142169
b3409,10.70701621
b3410,10.67069766
b3411,3.983859084
b3412,5.396458474
b3413,5.76197363
b0340,3.115130903
b3414,7.015986755
b3415,4.722190319
b3416,6.147120576
b3417,6.619408748
b3418,8.096374214
b4475,4.932121537
b3421,4.090965449
b3422,3.317632062
b3423,5.657877012
b3424,5.682820612
b0341,3.041102105
b3425,5.283043706
b3426,6.976774146
b3427,5.110749404
b3428,8.253582647
b3429,0.789991143
b3430,8.625134038
b3431,7.803581011
b3432,8.002636746
b3433,10.59227578
b3434,5.378231589
b0342,2.406727456
b4476,3.720745342
b3437,3.369155468
b3438,5.98363694
b3439,7.173721507
b3440,7.749578358
b4451,4.924168
b3441,5.830417642
b3442,2.233720831
b3443,2.278194442
b3293,3.712690214
b0036,2.404927761
b0343,2.665078574
b4576,3.75430005
b3446,4.000435191
b3447,5.417803156
b3448,7.172866609
b3449,5.467437391
b3450,4.939549258
b3451,2.973674817
b3452,2.655191857
b3453,4.263921178
b3454,8.273561002
b0344,2.315489895
b3455,7.969716729
b3456,8.357233286
b3457,8.005321403
b3458,9.009619468
b3459,5.320241958
b3460,10.62941769
b3461,7.835836302
b3462,6.77613178
b3463,7.324814214
b3464,6.843423204
