Blattner,pdxBJ_20nM PN_Ave
b2206,5.829090593
b2207,4.49345646
b2208,4.441008487
b2209,7.576018441
b0228,6.000811374
b2210,4.665986211
b2211,5.784178319
b2212,0.256023914
b2213,4.238813421
b2214,3.557429827
b2215,11.4239519
b4439,2.863339655
b2216,7.26223419
b2217,8.509542268
b2218,6.134300397
b0229,3.0298009
b2219,4.285455335
b2220,3.766324093
b2221,1.855980948
b2222,1.021956527
b2223,1.55821418
b2224,2.832471724
b2225,3.09094214
b2226,3.000366975
b4500,2.941981927
b2229,2.311783586
b0230,2.90006585
b2230,3.035729088
b2231,7.343358336
b2232,7.590052507
b2233,5.048488112
b2234,6.787745373
b2235,6.700683403
b2236,6.42283607
b2237,6.619357109
b2238,2.900880523
b2239,6.549643618
b0231,4.015453038
b2240,3.510876366
b2241,2.151072704
b2242,2.081505029
b2243,2.933760461
b2244,5.811692236
b4543,7.63188146
b2245,4.497572482
b2246,3.372408158
b2247,2.763875255
b2248,3.353254903
b0024,5.978025002
b0232,4.771787081
b2249,6.896944766
b2250,5.624232938
b2251,6.194530289
b2252,3.69716782
b2253,5.426735136
b2254,5.072227744
b2255,5.381646527
b2256,0.4697687
b2257,4.053658427
b4544,0.59049953
b0233,3.931280968
b2258,5.361232289
b2259,6.499419412
b2260,5.040294674
b2261,1.055644198
b2262,6.520386869
b2263,5.098445986
b2264,4.997650599
b2265,5.25542033
b2266,11.90361139
b2267,7.289504303
b0234,2.912275337
b2268,4.835482814
b2269,1.582067479
b2270,3.241167301
b2271,1.464803486
b2272,4.408309139
b2273,1.725737671
b2274,3.680558048
b2275,4.522899794
b2276,7.690504204
b2277,7.845317029
b0235,1.576381119
b2278,7.824283979
b2279,7.969169377
b2280,8.724768074
b2281,7.935438478
b2282,7.459928591
b2283,7.456941708
b2284,7.716960893
b2285,8.334563504
b2286,6.813856896
b2287,7.645522363
b0236,3.136191094
b2288,7.834395781
b2289,6.993319246
b2290,6.864096352
b2291,6.568581842
b2292,6.032927463
b2293,9.931029377
b2294,10.49081576
b2295,7.456903855
b2296,8.863506958
b2297,7.574310333
b0237,8.928135324
b2298,3.18039413
b2299,6.928593192
b2300,7.15744673
b2301,6.449930483
b2302,5.272426684
b2303,7.894447968
b2304,7.367230613
b2305,4.784048785
b2306,4.473654512
b2307,4.421157175
b0238,7.700133443
b2308,5.093637707
b2309,7.019491847
b2310,5.49819051
b2311,5.5348022
b2312,4.612697004
b2313,5.872119904
b2314,7.233611028
b2315,6.431496468
b2316,8.978668252
b2317,7.309570644
b0239,5.929355314
b2318,7.20283525
b2319,4.623467961
b2320,0.563541177
b2321,5.339985995
b2322,3.962475003
b2323,10.46205052
b2324,5.457278465
b2325,7.701353704
b2326,1.572714799
b2327,7.04514738
b0240,9.737106251
b2328,6.949422014
b2329,8.233932311
b2330,7.604477143
b2331,7.372529752
b2332,6.311192068
b2333,3.062045814
b2334,2.503432581
b2335,1.270989848
b2336,2.062174643
b4661,3.628202283
b0241,2.00136252
b2339,1.164170933
b2340,7.507190851
b2341,5.378082682
b2342,5.373116265
b2343,9.854788286
b2344,3.997670554
b2345,1.689258316
b2346,7.130110949
b2347,5.807494081
b2348,2.94499327
b0025,8.751023883
b0242,8.685236654
b2349,3.418510802
b2350,6.837546977
b2351,6.583186355
b2352,4.465301006
b2353,5.518240724
b2354,4.260676318
b2355,1.778649606
b2356,1.257710463
b2357,0.735853255
b2358,0.517880143
b0243,8.657853002
b2359,3.313179545
b2360,2.929836227
b2361,1.594486881
b2362,0.627507709
b2363,4.752187472
b4545,3.517434342
b4501,5.384792621
b4643,4.71608274
b2364,3.464518554
b2365,3.065524204
b0244,7.019253993
b2366,4.50171068
b2367,2.145095758
b2368,2.221785574
b2369,8.477241881
b2370,5.013030403
b2371,2.609128351
b2372,2.488416662
b2373,2.439660264
b2374,2.513319115
b2375,2.857640326
b4626,3.681099245
b2376,4.644296816
b2377,8.291612489
b2378,8.809834712
b4680,6.459494019
b2379,10.17158066
b2380,5.335413128
b2381,6.405459235
b2382,5.569842722
b2383,2.834462338
b2384,0.314250543
b0245,4.365218008
b2385,2.236450835
b2386,2.066269124
b2387,2.058088251
b2388,8.957175772
b2389,5.599331957
b2390,8.761955443
b2392,9.537400066
b2393,6.354250431
b2394,6.019733368
b2395,4.638055319
b0246,4.227562781
b2396,2.752286119
b2397,3.655502385
b2398,7.301460105
b2399,7.02959302
b2400,7.838690082
b2401,4.693961158
b2403,4.677532666
b2404,4.072994194
b2405,5.246267267
b2406,3.493787801
b4504,3.313682414
b2407,2.282612731
b2408,3.144094948
b2409,4.080245536
b2410,6.054563246
b4546,6.363360142
b2411,6.372049902
b2412,8.46148441
b2413,6.181195124
b2414,11.92107025
b2415,11.84648933
b0247,3.625193977
b2416,10.87662536
b2417,11.8854154
b2418,7.178609803
b2419,5.241143799
b2420,6.834349231
b2421,9.633096628
b2422,10.25002169
b2423,8.943582543
b2424,7.457334128
b2425,9.241695217
b0248,5.601686335
b2426,7.122858307
b2427,3.52323768
b2428,4.481154478
b2429,4.311883881
b2430,3.16028614
b2431,7.563189845
b2432,6.383560993
b2433,5.502411493
b2434,6.154686451
b2435,5.64596465
b0249,5.31268791
b2436,5.261998714
b2437,4.043470652
b2438,5.152630139
b2439,4.602982049
b2440,5.119192507
b2441,6.837094388
b2442,5.342781858
b2443,4.559133396
b2444,2.838195645
b2445,2.957660702
b0026,9.330871203
b0250,6.734741696
b2446,3.515362404
b2447,3.006584371
b2448,4.420827313
b2449,6.210494428
b2450,7.312733194
b2451,2.169907774
b2452,2.658780482
b2453,2.19847086
b2454,1.652743619
b2455,1.889680994
b0251,4.525168614
b2456,1.839714642
b2457,5.242880855
b2458,3.051650102
b2459,2.706718653
b2460,2.820042912
b2461,3.129933605
b2462,2.193764576
b2463,7.708160175
b2464,7.473234307
b2465,7.458545582
b4627,4.292344138
b2466,6.298659475
b2467,7.122063181
b2468,3.562383629
b2469,4.72020368
b2470,4.345590575
b4606,9.69398448
b2471,6.745258081
b2472,7.434384907
b4547,7.793478419
b2473,6.367542073
b4628,1.941102632
b2474,5.046066167
b2475,7.087432028
b2476,6.171234165
b2477,8.926394325
b2478,10.38429905
b2479,7.227473272
b2480,8.894782293
b2481,0.15081968
b2482,2.202402705
b2483,1.731659477
b0252,3.246027862
b2484,1.627007837
b2485,1.955113642
b2486,3.000725576
b2487,3.030706456
b2488,3.081442874
b2489,3.080473134
b2490,2.977737494
b2491,2.712306017
b2492,4.353099201
b2493,6.92306219
b0253,4.617901432
b2494,6.994467229
b2495,9.327004536
b2496,5.689978716
b2497,4.922085962
b2498,7.787323937
b2499,0.166954259
b2500,6.03513826
b2501,6.995553209
b2502,6.842608455
b2503,3.003979275
b0254,3.860727813
b2504,7.460685163
b2505,2.487067678
b2506,3.809800875
b2507,7.213861143
b2508,6.202738955
b2509,7.459628807
b2510,6.85188791
b2511,7.432281274
b2512,8.263990472
b2513,8.40624267
b4587,5.519547529
b2514,8.575000303
b2515,8.494785249
b2516,8.252216917
b2517,6.976059243
b2518,6.026772
b2519,3.879058806
b2520,6.588701372
b2521,7.601896555
b4440,6.601793108
b2522,5.783063361
b0256,5.506949759
b2523,6.697171158
b2524,6.610400145
b2525,6.690227213
b2526,6.127380502
b2527,4.876520164
b2528,7.662780419
b2529,7.525427609
b2530,6.224096568
b2531,6.591898556
b2532,7.116105057
b4690,5.652146084
b2533,6.414865331
b2534,2.786956649
b2535,4.273978171
b2536,5.206915659
b2537,4.351194652
b4706,0.231646084
b2538,5.234366024
b2539,1.894864614
b2540,4.939154566
b2541,4.687511742
b0027,8.974330742
b0258,4.829026163
b2542,4.550639414
b2543,7.895385863
b2544,4.475532216
b2545,4.535344177
b2546,3.348266852
b2547,2.984675841
b2548,3.152838979
b2549,2.340088571
b2550,4.19317657
b2551,9.560300361
b0259,6.488010037
b2552,4.365808554
b2553,8.656690209
b2554,5.709890772
b2555,5.490653982
b2556,5.678647339
b4441,7.22095116
b2557,4.542903826
b2558,3.296756867
b2559,5.549743119
b2560,6.59793088
b0260,3.795230288
b2561,4.011840701
b2562,5.027735658
b4687,5.989978628
b4608,2.655153121
b2563,7.358179153
b2564,1.355191894
b2565,5.791461706
b2566,7.603302279
b2567,7.836522913
b2568,7.575178851
b0261,6.16267216
b2569,7.689053249
b2570,7.525593842
b2571,4.022652609
b2572,10.23772793
b2573,10.13723441
b2574,5.736987073
b2575,5.281786637
b2576,6.058089193
b2577,4.819993439
b2578,5.481505742
b0262,3.288088809
b2579,15.46417753
b2580,6.713714705
b2581,8.205573773
b2582,5.36357523
b2583,3.66166604
b2584,5.418494259
b2585,7.502869502
b2586,5.819453233
b2587,8.065606735
b2588,1.305873295
b0263,3.188863084
b2589,9.175353978
b2590,7.326317752
b2591,9.249528404
b2592,7.562535347
b4609,7.14513664
b2593,6.888083583
b2594,7.198270446
b2595,9.080121037
b2597,14.41255524
b2598,8.866261247
b4576,4.982415672
b2599,10.03877727
b2600,6.254226165
b2601,6.272719411
b2602,6.333839603
b2603,6.693309101
b2604,5.536065167
b2605,6.265498133
b2606,10.60025107
b2607,10.05911691
b2608,9.807985297
b2609,10.17414195
b2610,7.72130822
b2611,6.175792436
b4461,5.937641967
b2614,9.237876685
b2615,7.028314971
b2616,4.510523368
b2617,9.520509478
b2618,5.494214245
b2619,6.403763515
b0256,4.450131133
b2620,7.573832298
b2621,17.55003109
b2622,6.275251544
b2623,3.74250267
b2624,3.697996256
b2625,1.131314801
b2626,2.077887338
b2627,5.483472062
b2628,5.742028291
b2629,4.498334362
b4505,5.253408347
b2630,8.00213957
b2631,7.713755947
b2632,3.170315021
b2633,2.63175316
b2634,2.592728836
b2635,0.18009718
b2636,3.44310155
b2637,4.275283507
b2638,4.275375323
b2641,4.357068204
b0028,8.21808917
b0266,5.567839576
b2642,3.318274538
b4644,1.867171801
b2643,2.671110658
b2644,2.340001459
b4548,2.513241788
b2645,2.695412095
b2646,2.302842453
b4645,4.320722269
b2647,4.242058779
b2648,2.441201868
b0267,1.906935015
b2649,1.305409698
b2652,1.406794775
b4462,1.144854547
b2659,3.477024112
b2660,4.99230744
b2661,6.476485163
b2662,7.668986724
b2663,4.935404184
b2664,6.818657536
b2665,10.85478906
b0268,3.024701349
b2666,7.751180607
b2667,4.145199249
b2668,4.945325338
b2669,5.656776969
b2670,8.010969779
b2671,7.219813444
b2672,11.3560028
b2673,8.568565653
b2674,8.032435434
b2675,7.126082105
b0269,3.199591757
b2676,6.733087962
b2677,4.713370301
b2678,5.1076323
b2679,5.480567312
b2681,3.040713578
b2682,7.005168305
b2683,6.296050346
b2684,7.164070429
b2685,4.717282912
b2686,4.673863114
b0270,2.981067856
b2687,9.85942915
b4442,7.961305225
b2688,7.712159063
b2689,7.114157889
b2690,6.852943567
b2691,4.874851825
b2692,5.60144897
b2693,6.707759177
b2694,7.508811591
b2695,9.029500557
b0271,3.317736515
b2696,11.99448204
b2697,8.436248247
b2698,3.746325772
b2699,8.769094922
b2700,5.969263202
b2701,5.355523539
b2702,4.323001762
b2703,3.302811005
b2704,3.178158346
b2705,4.780083975
b0272,5.274226551
b2706,4.021921852
b2707,5.652280042
b2708,5.26547195
b2709,3.464611456
b2710,2.968773223
b2711,2.683713027
b2712,3.743906102
b2713,3.990466281
b2714,6.187761043
b2715,4.367583194
b0273,7.121607021
b2716,4.609645967
b2717,5.911948581
b2718,4.589278377
b2719,3.469589977
b2720,3.041966685
b2721,2.549755677
b2722,2.034289272
b2723,2.001300461
b2724,1.645826511
b2725,2.965914336
b4688,4.603965839
b2726,4.753607887
b2727,5.303327845
b2728,0.693512029
b2729,5.392329243
b2730,5.57350776
b2731,3.882575804
b2732,3.189036908
b2733,5.118740534
b2734,1.714757435
b2735,5.402537616
b4576,5.440572298
b2736,3.611173407
b2737,3.746007792
b2738,3.277434001
b2739,3.272850881
b2740,3.7491924
b2741,11.1639259
b2742,10.82478661
b2743,7.564306349
b2744,6.551916337
b2745,6.580635157
b0029,7.909096914
b0022,4.673564968
b2746,0.792737256
b2747,5.988918211
b2748,7.566601506
b2749,8.134910401
b2750,1.141515042
b2751,10.15638293
b2752,10.41897644
b2753,5.767853861
b2754,5.93686799
b2755,5.243310185
b0276,4.985799335
b2756,5.175929654
b2757,5.434088162
b2758,3.805812831
b2759,3.621806094
b2760,2.968613941
b2761,3.939639131
b4701,3.231059057
b2762,9.448231982
b2763,9.150795705
b2764,8.585243095
b0277,4.403451225
b2765,6.0390011
b2766,3.524131623
b2767,3.600575162
b2768,3.129349469
b2769,3.283256084
b2770,3.041263967
b2771,2.012196612
b4463,2.267603825
b2774,2.161731275
b2775,2.745795779
b0278,2.924432872
b2776,3.26042251
b2777,6.309214948
b4682,1.085422082
b2778,1.367097148
b2779,11.53896303
b2780,9.372442332
b2781,6.877093751
b2782,0.178092549
b2783,7.530291047
b2784,6.958176745
b0279,1.476519949
b2785,6.346051815
b2786,4.605999101
b2787,4.139008385
b2788,3.221917588
b2789,2.405278342
b2790,8.40481099
b2791,5.692121717
b2792,5.352169487
b4408,16.52064172
b2793,7.087884363
b0280,6.98976791
b2794,6.096202113
b2795,7.55737698
b2796,5.192342391
b2797,3.868009339
b2798,4.225630948
b2799,5.758434536
b2800,5.06729431
b2801,2.28372176
b2802,3.15445373
b2803,4.418966195
b0281,5.98365869
b2804,6.098930728
b2805,5.674709436
b2806,7.123412042
b2807,6.895000818
b2808,5.788469793
b4443,7.36285439
b2809,8.422716257
b2810,6.131297692
b2811,6.8906302
b2812,6.310802765
b2813,6.453813439
b2814,8.484382157
b2815,9.584416243
b2816,6.908218523
b2817,5.491979241
b2818,6.068460026
b2819,5.377279173
b2820,5.462670764
b2821,6.189955473
b2822,5.807326949
b0282,5.162938375
b2823,5.248246152
b2824,4.098660162
b2825,4.100463
b2826,3.117720408
b2827,7.305941097
b2828,7.045110996
b2829,7.669948958
b2830,9.123164886
b2831,5.572811357
b2832,6.089927765
b0282,4.61885923
b2833,9.242858505
b2834,8.72206347
b2835,6.01695262
b2836,5.956454594
b4444,3.63568979
b4445,3.900927211
b2837,6.413216735
b2838,5.794407379
b2839,4.177556636
b2840,7.14994073
b0030,4.20731969
b0283,4.281233718
b2841,4.816425959
b2842,5.193665158
b2843,4.054916861
b2844,5.176725695
b2845,2.886772083
b2846,3.593209181
b2847,3.639428699
b2848,2.307990178
b4683,2.185663418
b2849,1.441112487
b0284,4.13989087
b2850,1.47724029
b2851,1.171241011
b2852,0.966226389
b2853,2.490940376
b2854,1.00035024
b2855,1.018398664
b2858,1.335325965
b2859,0.939844451
b0361,4.857194529
b4272,6.430058785
b0285,3.78001053
b2862,4.347033547
b2864,3.789142291
b2865,6.36287081
b2866,3.922863676
b2867,3.317230327
b2868,4.431427736
b2869,6.515980545
b2870,1.998792248
b2871,2.901313715
b2872,2.729951946
b0286,3.613006618
b2873,2.849212996
b2874,4.240262128
b2875,4.891376865
b2876,5.021233386
b2877,4.824222539
b2878,2.872181333
b2879,1.735284862
b2880,2.920906476
b2881,3.235737637
b2882,4.0815699
b0287,10.32874656
b2883,4.029634263
b4464,4.056801475
b2886,0.413588161
b2887,2.667470702
b2888,1.595249467
b4684,1.897815734
b2889,4.563553661
b2890,8.740072289
b2891,8.786585765
b2892,6.797980254
b0288,6.055494624
b2893,7.640237197
b2894,6.809292916
b2895,7.157391688
b2896,6.580769045
b2897,8.547761167
b2898,7.988540388
b2899,11.210095
b2900,6.766906318
b2901,7.217896327
b2902,3.993670213
b0289,4.354343064
b2903,5.118222683
b2904,6.299702866
b2905,5.617718696
b2906,6.302741724
b2907,6.641490433
b2908,7.356900865
b2909,7.682172318
b2910,9.482760212
b2911,10.7336762
b2912,6.592662886
b0290,4.184565612
b4446,6.082921439
b2913,10.86942551
b2914,8.396341114
b2915,3.949902026
b2916,7.920957644
b2917,2.679478683
b2918,2.539256447
b2919,2.873393586
b2920,2.863016008
b0291,3.099417004
b2921,4.153332768
b2922,8.136077901
b2923,4.98260134
b2924,10.47459928
b2925,10.2872132
b2926,10.27026212
b2927,8.814033945
b2928,5.353730375
b2929,5.981796067
b2930,2.97369984
b0292,2.212224385
b4465,2.765219572
b2933,2.29918038
b2934,2.159818431
b2935,7.948884148
b2936,6.585226561
b2937,6.322717966
b2938,8.003411997
b2939,7.057072122
b2940,7.892401066
b2942,6.075295139
b0004,10.93826182
b0031,7.979005446
b0293,6.470587763
b2943,7.153809441
b2944,4.00530584
b2945,2.661783798
b2946,6.434749812
b2947,7.403540873
b2948,8.410899704
b2949,7.354690758
b2950,3.569745221
b2951,6.016220471
b2952,6.598906399
b0294,2.48007965
b2953,6.44862419
b2954,6.521132011
b2955,5.646825586
b2956,3.140314409
b2957,4.597480499
b2958,6.928816476
b2959,9.165472924
b2960,6.785162337
b2961,6.439760166
b2962,7.706030658
b0295,4.840956055
b2963,5.034086509
b2964,5.468859194
b2965,5.383186315
b2966,4.525743554
b2967,3.584727714
b2968,3.411650571
b2969,5.458382029
b2970,2.113556625
b2971,2.894756071
b2972,3.864194396
b4506,1.183242558
b4466,3.954906325
b2975,4.310798783
b2976,6.296355049
b2977,7.042248951
b4467,4.952159534
b4468,0.326226196
b2979,3.508339662
b2980,4.002106455
b2981,2.296753865
b0259,6.917774149
b0296,7.226325895
b2983,3.038475481
b2984,2.022889155
b2985,2.117812697
b2986,1.089997476
b2987,2.307350391
b2988,6.763565558
b2989,8.121717033
b2990,5.724733992
b2991,4.966277184
b2992,5.31957139
b4671,3.715810999
b2993,2.079941514
b2994,5.435570208
b2995,4.32264644
b2996,4.559482258
b2997,5.010220358
b2998,2.9498433
b4658,6.429941433
b3001,7.557561621
b3002,6.76931445
b3003,5.604372315
b4630,0.506883392
b3005,9.265913234
b3006,9.815234227
b3008,6.819671101
b3009,6.962385802
b3010,2.887636208
b3011,5.104752838
b3012,6.03085401
b3013,3.316034552
b3014,4.097888684
b4469,5.964807688
b0297,1.466856812
b3017,6.365518785
b3018,6.359205437
b3019,6.144908006
b3020,4.247331273
b3021,6.453047365
b3022,6.96659206
b3023,4.66107913
b3024,9.643472164
b3025,5.09735698
b3026,4.136574856
b0298,5.598765584
b3027,2.311770536
b3028,6.465613529
b3029,11.26024874
b3030,7.206443161
b3031,0.867597013
b3032,7.718252815
b3033,7.516984909
b3034,7.102057963
b3035,8.102267762
b3037,8.617763136
b1026,4.581626159
b3038,7.084063388
b3039,5.560183838
b3040,8.320852823
b3041,8.689577462
b3042,9.80879969
b3043,2.096766827
b3046,2.729330936
b4272,6.156131989
b0361,4.733886436
b3047,2.150173777
b0032,5.564440545
b0300,4.192003416
b3048,3.615470412
b3049,9.358012548
b3050,2.520357637
b3051,2.925301324
b4447,6.80101159
b4611,8.08132748
b3052,7.158399016
b3053,6.970521899
b4631,3.675330462
b3054,6.659934878
b3055,6.975988892
b3056,7.088464998
b3057,7.088824334
b3058,5.241161281
b3059,5.825480815
b3060,4.705295164
b3061,1.581371835
b3062,1.874682093
b3063,2.569812486
b0301,2.816789283
b3064,6.441308309
b3065,10.9854462
b3066,6.444523143
b3067,8.697787355
b3068,7.038292785
b3069,3.185976784
b3070,5.802039638
b3071,5.821002752
b3072,3.441300619
b3073,7.559568718
b0303,2.615690975
b3074,3.564571342
b3075,5.027059154
b3076,2.152760029
b3077,1.795895938
b3078,1.358626426
b3079,1.23290477
b3080,2.697111949
b3081,4.137648431
b3082,5.294925407
b3083,3.750125434
b0304,4.374878116
b3084,4.968647384
b3085,3.975626426
b3086,2.420356796
b3087,7.498456653
b3088,3.763030796
b3089,9.819664127
b3090,4.50762403
b3091,5.409173059
b3092,5.777430989
b3093,4.455178583
b0305,2.232572486
b3094,8.193715316
b3095,6.953154544
b3096,6.523356258
b3097,9.074857931
b3098,10.59552557
b3099,9.97977223
b3100,9.458749637
b3101,4.088963153
b3102,5.530009936
b3103,8.236651577
b0306,4.341211354
b3104,3.235921505
b3105,6.783928804
b3106,4.30297161
b3107,8.127617663
b4470,5.393071008
b3110,4.768174738
b4471,3.463674799
b3113,3.719388281
b3114,2.719973563
b3115,2.072087318
b0307,4.41878552
b3116,3.590296433
b3117,1.605010696
b3118,3.163708625
b3119,0.665562102
b3120,1.287624697
b3121,0.816176418
b3123,15.30495779
b3124,4.313129373
b3125,4.769654351
b3126,2.725937787
b0308,4.5087733
b3127,1.414364421
b3128,4.692891369
b3129,1.846187615
b3130,6.94996759
b3131,7.419247897
b3132,2.477661963
b3133,2.914339141
b3134,2.814769477
b3135,3.65092371
b3136,2.717323998
b0310,1.474799141
b3137,1.762048847
b3138,1.647330054
b3139,1.568865248
b3140,2.488930896
b3141,2.594048091
b3142,3.399813223
b3143,2.229598574
b3144,4.260057843
b3145,4.150954078
b3146,5.709211407
b0033,5.826104857
b0311,5.336927822
b3147,6.703421701
b3148,6.411859472
b3149,7.379415614
b3150,7.587639245
b3151,5.123959675
b3152,5.400677648
b3153,5.740866108
b3154,5.377113862
b3155,5.331248538
b3156,7.508109117
b0312,5.760129558
b3157,8.886081909
b3158,4.247623539
b3159,4.478765822
b3160,5.078420944
b3161,4.52108244
b3162,9.728066121
b4685,8.973337716
b3163,9.87756395
b3164,9.840919519
b4449,6.727352256
b0313,5.866179193
b3165,10.60824911
b3166,6.512412372
b3167,7.497697808
b3168,8.950108812
b3169,8.917206102
b3170,8.755445954
b3171,6.416546071
b3172,7.14743193
b3173,3.106508249
b3174,6.677654283
b0314,4.856274672
b3175,10.07757277
b3176,8.387138109
b3177,7.022317384
b3178,9.567067722
b3179,9.470116832
b3180,9.707935052
b3181,8.428959648
b3182,5.217361261
b3183,7.759276569
b3184,6.938589734
b0315,4.772796912
b3185,10.84772665
b3186,11.24107978
b3187,8.049599765
b3188,6.055246285
b3189,7.640258264
b3190,7.724375752
b3191,0.201589233
b3192,8.394048671
b3193,8.143066724
b3194,7.479021739
b0316,5.319646178
b3195,7.303515396
b3196,5.538126414
b3197,6.869989498
b3198,7.796201845
b3199,7.49522687
b3200,8.209638533
b3201,7.836313854
b3202,8.482175257
b3203,9.417627149
b3204,8.275390518
b0317,2.59476006
b3205,7.760398861
b3206,6.899154299
b3207,9.141022927
b3208,5.311389381
b3209,6.83244527
b4450,5.801881798
b3210,6.311998159
b3211,3.620051752
b3212,9.368026559
b3213,9.658166832
b0318,4.270117512
b3214,4.363242849
b3215,2.827581367
b3216,3.859441249
b4569,3.712095257
b0259,1.545046935
b3219,4.704820221
b3220,5.027545918
b3221,5.501960444
b3222,4.175875646
b3223,4.161775018
b0319,1.75287544
b3224,3.518367052
b3225,4.412486102
b3226,6.736332608
b3227,2.478851391
b3228,7.603202836
b3229,8.264324646
b3230,10.41834777
b3231,9.762682567
b3232,5.773389043
b3233,10.81440078
b0320,0.679488735
b3234,6.226344799
b3235,6.062278323
b3236,9.6892645
b3237,8.122621549
b3238,5.340411949
b3239,7.012281478
b3240,3.581981611
b3241,4.321878546
b3242,5.581269446
b3243,5.55233241
b0034,7.157492863
b0321,2.197659404
b3244,8.344385635
b4472,5.267402555
b3247,6.583609592
b3248,7.278131655
b3249,1.026305487
b3250,6.525296848
b3251,8.558619196
b3252,5.908260515
b3253,7.169466026
b4697,5.369834682
b0323,2.574978402
b4646,3.96760838
b3255,7.874409155
b3256,7.343453583
b3257,4.863988757
b3258,4.608643748
b3259,6.260865359
b3260,8.02970007
b3261,8.297978974
b3262,2.49850583
b3263,3.498533622
b0324,4.562983811
b3264,1.464671058
b3265,2.31676192
b3266,3.53808941
b3267,6.58818684
b3268,5.14791629
b3269,3.163043453
b3270,2.900680903
b3271,4.018417663
b3272,0.675149278
b3273,0.304802695
b0325,7.431630583
b3274,1.136724304
b3275,9.208283036
b3276,4.071427906
b3277,5.318932665
b3278,8.973695395
b3279,8.973279464
b3280,8.084152484
b3281,7.840962541
b3282,8.237676941
b3283,8.866891511
b0326,1.331191483
b3284,9.871574075
b4473,7.43701869
b3287,8.959003439
b3288,7.516784574
b3289,6.641818799
b3290,6.309714697
b3291,10.55639062
b4550,5.610537126
b3292,6.861986279
b3293,7.069565413
b0327,4.68003587
b3294,10.64525109
b3295,10.87933112
b3296,11.39215064
b3297,10.9903549
b3298,11.44490199
b3299,11.29720267
b3300,10.95830176
b3301,11.6926313
b3302,10.65041648
b3303,11.05248672
b0328,5.22346776
b3304,10.59765261
b3305,10.77789687
b3306,10.93558343
b3307,11.1139612
b3308,10.84757851
b3309,11.50633794
b3310,11.86581082
b3311,10.59537934
b3312,10.0627061
b3313,10.4819914
b0329,10.97837316
b3314,10.20183387
b3315,10.42027566
b3316,10.00987872
b3317,10.05587106
b3318,10.63391603
b3319,10.2693328
b3320,10.68699706
b3321,10.34506484
b3322,4.569948475
b3323,2.914022371
b0330,2.769865299
b3324,2.779958031
b3325,3.561990742
b3326,2.232654781
b3327,3.232055141
b3328,2.193881098
b3329,1.955298051
b3330,2.407174696
b3331,3.279773456
b3332,3.277264745
b3333,4.318692141
b0331,2.158448268
b3334,0.848418671
b3335,4.621493809
b3336,8.534953585
b3337,9.618340319
b3338,4.281837683
b3339,12.03766437
b3340,10.75616237
b3341,10.27661412
b3342,10.52362065
b3343,6.271409363
b0035,3.53638143
b0333,1.808853376
b3344,6.764659208
b3345,6.194537504
b3346,7.206984224
b3347,9.438127786
b3348,6.490602421
b3349,10.64314456
b4551,7.282223919
b3350,4.96902845
b3351,5.427830084
b3352,6.213709537
b0334,1.847100044
b3353,5.635316706
b3354,6.914758105
b3355,7.104787978
b3356,9.585411976
b3357,9.73760164
b3358,5.646741884
b3359,5.818821948
b3360,4.797535651
b3361,6.799467185
b3362,7.242027457
b0335,2.703697535
b3363,7.176919004
b3364,4.279689965
b3365,8.433475126
b3366,9.341383515
b3367,7.803006397
b3368,7.55429016
b3369,5.247021586
b3370,1.42729994
b3371,2.520934344
b4474,3.105274316
b0336,5.138737014
b3374,3.848219849
b3375,5.588216578
b3376,3.410784778
b3377,3.24733339
b3378,3.943553403
b3379,3.532344921
b3380,3.004547165
b3381,2.018219546
b3382,4.791759747
b3383,5.465652206
b0337,6.075901082
b3384,7.952878969
b3385,7.151301603
b3386,7.537923771
b3387,6.738861616
b3388,7.901982378
b3389,8.600222914
b3390,8.830036356
b3391,3.254054179
b3392,2.643760981
b3393,2.374212698
b0338,3.502688774
b3394,0.568331151
b3395,3.672089185
b3396,5.222326454
b3397,6.504516809
b3398,5.615015774
b3399,6.041996185
b3400,6.442123673
b3401,6.395113253
b3402,4.240366921
b3403,8.095848598
b0339,3.693320288
b3404,5.860103296
b3405,7.67507418
b3406,5.61879322
b3407,6.101694064
b3408,10.70969828
b3409,9.977550152
b3410,10.13418806
b3411,4.219261499
b3412,5.493420207
b3413,5.570029868
b0340,3.311010772
b3414,6.514616934
b3415,5.369274103
b3416,7.307455343
b3417,7.541352869
b3418,8.097688244
b4475,5.223941356
b3421,4.448725618
b3422,3.09359353
b3423,5.950884546
b3424,6.241505182
b0341,3.225511507
b3425,6.126122059
b3426,3.947805625
b3427,5.073271846
b3428,8.162329116
b3429,5.931814603
b3430,8.675901837
b3431,7.738119761
b3432,8.467257358
b3433,11.31982581
b3434,4.862704635
b0342,3.121734989
b4476,3.842026168
b3437,3.915854246
b3438,6.414617157
b3439,7.117916087
b3440,7.884278852
b4451,5.252711723
b3441,7.161720941
b3442,0.77603621
b3443,1.431391291
b3293,3.975892014
b0036,3.129747272
b0343,2.746779106
b4576,4.663365831
b3446,3.619565534
b3447,6.27834892
b3448,6.469802856
b3449,5.630389656
b3450,5.235704512
b3451,2.921098472
b3452,2.441604749
b3453,3.90071207
b3454,7.115464906
b0344,2.351087649
b3455,6.93406293
b3456,7.15078732
b3457,6.846728075
b3458,7.46079755
b3459,5.898738359
b3460,11.3536706
b3461,8.008696878
b3462,6.720851271
b3463,7.27498521
