Blattner,WT_20nM_PN_AVE,WT_5uM_PN_AVE,pdxBJ_20nM_PN_AVE,pdxBJ_5uM_PN_AVE,yggS_20nM_PN_AVE,yggS_5uM_PN_AVE
b0524,5.234888034,5.038371216,5.523005183,5.606201335,5.0475904,5.186095774
b0525,9.97292161,9.73635685,10.04868302,10.1277849,9.986171017,10.01613817
b0526,6.06086167,5.618779011,5.738141765,5.614236874,5.960394049,5.898610709
b0054,7.274378535,7.094177694,7.557425007,7.401381062,7.244110062,7.234182187
b0527,2.136072051,2.487850285,2.94952193,2.794465673,2.493712301,2.583413678
b0528,6.348055736,6.466066026,5.54516686,5.820316456,6.238670033,6.148824096
b0529,7.044614098,6.961107335,6.793934856,6.811100755,6.959783832,7.379294653
b0530,1.126371856,1.82420274,1.610650587,1.508143142,1.316345779,0.891602505
b0531,0.661988565,1.519243057,1.600356425,1.200161874,1.089439339,0.655547115
b0532,0.802569821,1.777646506,2.286590336,1.431841197,1.223781285,0.893348552
b0533,0.167885296,1.484386619,0.547036076,0.385604674,0.581288771,0.177008392
b0534,0.954572227,1.768264093,1.605736868,1.433385769,1.344658292,1.144133477
b0535,0.435523241,1.461543654,1.701838991,1.351248187,1.075550971,0.668732888
b0536,4.170793241,4.237395487,5.304708865,4.92757691,4.601730949,4.362807018
b0055,5.641762389,5.676301971,5.617699625,5.15728268,5.678406953,5.778441252
b0537,5.76287534,6.034056644,6.602735939,6.4168304,6.317260546,5.986271489
b4633,2.457230484,2.945049155,3.338353105,2.737505607,3.026157728,2.624384259
b0539,1.759108911,2.609031521,3.062661372,2.428979257,2.322989407,1.952826863
b4508,1.048800696,1.998965798,2.03195419,1.624518484,1.393740222,1.154305602
b0542,3.09160767,3.545807796,4.930484347,4.502137022,3.981821116,3.877635475
b0540,4.223007611,4.398232489,4.923971678,4.160545301,4.545352363,4.279956418
b0541,3.643281211,3.966115195,4.677501647,3.990819029,3.817897439,3.720794533
b0543,4.191636132,4.291414787,4.83910317,4.657036256,4.39795512,4.095595615
b0544,0.503927165,1.313960963,0.839441125,0.832937213,0.892965389,0.415592661
b0545,3.454946356,3.865531311,4.24413835,3.556787248,3.687245191,3.238469562
b0056,6.242342939,6.493157226,6.244757053,6.194432049,6.62803316,6.098724172
b0546,4.664200003,4.796025318,5.654818648,5.113843978,5.373698968,4.525016178
b4588,1.161981316,1.958049376,2.149160011,1.838552303,1.60600553,1.194817493
b0547,0.912767172,1.939958866,1.691109798,0.918149758,1.246869966,0.923291856
b0548,0.366849152,1.342408662,1.060470055,0.69743394,0.524543878,0.357738209
b0549,0.474369938,1.6396685,1.393185012,1.101084793,0.802746605,0.69669584
b0550,0.498877448,1.642251486,1.186645509,1.066403125,0.885094114,0.669727109
b4509,0.735571877,1.994902566,1.809479792,1.460725805,1.645832035,1.168888414
b0551,2.363275026,3.106833342,3.37953943,2.998540146,2.865399764,2.446852075
b0553,7.253231116,7.058995936,6.913887396,7.673039693,7.33117592,6.526046579
b0552,3.595172182,3.419938093,3.417791409,4.00495831,3.67417821,3.511097297
b0058,5.082881554,5.270835745,5.450050123,5.467043952,5.68725524,5.595555212
b0554,3.020473507,3.434595955,4.887951323,3.622192473,3.724582391,2.531253518
b0555,3.004639422,3.236136417,4.688962925,3.526027714,3.522268012,2.785126307
b0556,4.142380544,4.024378136,4.909479815,5.395895081,3.898271351,3.881819634
b4510,2.432710034,1.914892073,2.278449822,3.998374421,1.833603337,1.923125952
b0557,5.982532115,5.631945959,6.063742323,7.411248581,5.406778581,5.791697009
b0558,1.691102252,1.937212912,3.457662785,2.263977583,2.268946275,1.313707061
b0559,4.070492112,4.311081434,5.795204706,5.096592693,4.440312675,3.789816949
b4589,3.406965735,3.736255181,5.013952464,3.962448431,3.831140838,2.981462608
b0560,1.741122474,2.529086688,3.353431201,2.587016958,2.330699307,1.92788063
b4634,1.315288242,2.059611859,2.556751075,1.892096673,1.915856043,1.508874443
b0059,5.339583503,4.809812081,5.260160224,5.075602382,5.31094277,5.136480215
b0561,1.546187835,2.534903157,2.426760161,2.140535746,2.273066097,1.85826485
b0562,1.809114524,2.599547112,3.097267675,2.59167726,2.48994091,1.900784677
b0563,1.39043126,2.413241094,2.431375828,2.152735396,2.174261167,2.00343011
b0564,4.906198714,4.836218945,5.717584025,5.407423644,5.051221353,4.480032888
b0565,9.480483655,9.671683374,9.018869445,10.31694059,9.244324072,9.176774225
b0566,1.921608288,2.17891391,3.10265429,2.714480861,2.258201102,2.034090528
b0567,1.291172829,1.997680003,2.485295768,2.033557571,1.920593493,1.639396904
b0568,2.079724331,2.460786358,2.779490864,2.331858374,2.262867128,1.933560515
b0569,1.597993266,2.017073202,2.510023666,1.764875295,1.953633519,1.489936164
b0060,3.267911369,3.498055258,3.678194617,2.898054373,3.450660517,3.226039917
b0570,2.605374986,2.825780828,3.357258797,3.052552997,2.538714038,2.516516677
b0571,4.030865089,3.718916694,5.02103653,4.706609371,4.399125564,4.746148352
b0572,0.532791723,1.136415991,1.343964091,1.300519827,0.989500802,0.531707201
b0573,1.804095823,1.950952825,3.113323011,2.76918822,1.757361689,1.526481479
b0574,1.13928314,1.737741608,2.255877468,2.153698335,1.409893097,1.274172741
b0575,1.224776407,1.946983971,2.361110149,1.993276792,1.560424515,1.288134208
b0576,4.540473632,4.101731908,4.94952756,5.196229225,4.20041659,4.643444772
b0577,4.821201588,4.802903301,5.567413533,5.169473985,4.75922393,4.816512142
b0578,6.901528987,6.828062132,7.016292187,7.45901843,6.774398746,6.907394446
b0579,5.083830973,5.153454489,5.596014358,5.437868967,5.306482087,4.950144426
b0061,1.223419022,2.048287051,1.552765128,1.30767976,1.833482837,1.07372299
b0580,3.815853316,4.047481198,4.650506652,4.2436985,4.319817757,3.883997894
b0581,4.603005249,4.718592056,5.350871541,4.755751145,5.309230446,4.286137344
b4700,1.435605374,2.666298301,3.108125245,2.63285555,2.314255632,1.572723673
b4415,1.613573097,2.450908139,2.884042315,2.20360296,1.909367084,1.85533896
b0582,4.538713262,4.766361941,5.241726422,5.037961196,4.634444732,4.646862011
b0583,5.56042049,5.994072983,5.687786203,6.503125409,5.770462115,6.76839165
b0584,8.483029268,8.56259723,7.946074852,9.131907013,8.563419981,9.478991176
b0585,6.472808045,6.679340917,6.846507879,6.762622646,6.276933758,6.620644891
b4511,7.354178027,7.64811321,7.454249516,7.783099417,7.381154912,7.460363486
b0586,7.637014249,7.862603056,7.801595026,8.001405521,7.551016011,7.626964074
b0007,3.662473735,3.84175258,3.648841534,3.139105436,4.159848187,3.330773886
b0064,4.74839919,4.881692509,5.140438804,5.072954725,4.902864219,4.280021386
b0587,2.178588465,2.463992976,2.322516522,2.628768391,2.425496317,2.33364977
b0588,6.209532882,6.11495003,6.250520911,6.273976987,6.296298377,6.072084854
b0589,5.655118088,5.652787749,5.81195244,5.470951865,5.623806134,5.545765878
b0590,5.485200646,5.584628617,5.834960432,5.317244913,5.530886262,5.685076829
b0591,5.546685652,5.24486402,5.865731815,6.047367657,4.993118067,5.585138349
b0592,5.99304532,5.692689317,6.416450855,5.876720172,5.598607748,6.179577989
b0593,6.895375403,6.690298924,6.476851831,7.405292183,6.342524277,7.663385075
b0594,7.467009203,7.49550611,6.733264471,7.965664997,7.187477741,8.202509172
b0595,8.657187286,8.875305174,7.925766231,9.141546056,8.596233535,9.496713923
b0596,7.909694974,8.189250754,7.4714453,8.450291387,7.866306155,8.716843542
b0065,3.964176009,4.277715296,5.616152223,4.986642095,4.410308571,4.348456947
b0597,7.653957217,7.912158059,7.546706112,8.250143853,7.642169831,8.564189847
b0598,7.490293072,7.364628295,7.355913735,8.514538255,7.698595795,7.36349406
b4512,6.297005694,6.599758326,6.511116365,6.817210697,6.4720439,5.607293436
b0599,3.945656289,4.284594179,4.464368723,4.673921183,4.169671315,3.764679206
b0600,2.411571426,2.762545905,3.492421956,3.485986193,2.283241636,2.278039835
b0601,2.979736945,3.141141256,3.625485053,3.535455163,3.352679617,2.777710281
b0602,1.12347474,1.856477568,1.848486877,1.59320205,1.629448852,1.165953228
b0603,0.541241895,1.833981688,1.433736055,1.262424826,1.067691264,0.857657108
b0604,4.627605459,4.71984418,5.525128959,5.137629162,4.9934931,4.618818912
b0605,10.14500481,10.18325768,10.77014713,10.33715194,9.909355758,9.822670188
b0066,3.103758711,3.40044474,3.734455811,4.023204175,3.411808728,3.735289845
b0606,7.126729286,6.956335479,7.343794137,7.167628911,6.912798719,6.458678966
b0607,10.00035467,9.694553968,9.058360976,9.698540889,10.58646941,9.590103668
b0608,3.30476201,3.678288363,5.047647244,3.994017511,3.710277785,3.293997992
b0610,6.870239161,6.673604389,7.448791099,7.327322348,7.46458928,7.049127099
b0611,5.661342612,5.641812375,5.925936182,5.845076937,6.003266193,5.908601719
b0612,1.056186433,2.037755203,1.978243775,1.496037585,1.382294434,1.086816549
b0613,0.647852683,1.388916209,1.806418891,1.329054058,1.072360084,0.583216636
b0614,0.81659769,1.85433982,1.708815657,1.511597398,0.963872588,0.839230139
b0615,0.925811914,1.516771315,1.168028436,1.029555479,0.884532313,0.70796414
b0616,1.044294882,1.853708126,2.376270357,1.855558455,1.400532122,1.167131127
b0067,2.722818956,2.964491838,3.215891555,3.365230608,2.597643499,2.905470848
b0617,0.841710582,1.77647108,1.916574837,1.260386695,0.969516288,0.827763956
b0618,1.442584742,2.17031783,2.617867023,2.046468709,1.608159828,1.224917459
b0619,2.987918496,3.397828511,4.096123963,3.180818343,3.40713303,3.200589032
b0620,4.590713939,4.337267284,4.455465857,4.133286207,4.257161739,3.579387421
b0621,7.37022089,6.930992539,5.395811679,6.065146661,7.043781703,5.831494344
b0622,3.187790688,3.495104527,4.508872584,3.677972854,3.624531603,3.621526485
b0623,12.68865552,12.79105628,13.34548653,13.15950398,12.60023227,12.86772532
b0624,5.407851488,5.743655455,6.6084892,5.915650239,5.861631612,5.844503033
b4581,3.893879858,4.074857817,5.443541682,5.318963276,4.36636745,4.041607941
b0627,9.456724334,9.393344334,9.77061888,10.20627342,9.419814845,9.770044109
b0068,3.800515104,3.610569507,4.223307395,4.203312015,3.638239359,3.907200819
b0628,7.680733599,7.312935431,7.310664613,7.367443889,7.565877373,7.405840716
b0629,2.203649322,2.760015767,2.904880768,2.43800401,2.543690319,2.108261423
b0630,4.487970407,4.493795085,5.266528455,4.80670433,4.782184358,4.944736872
b0631,7.652176884,7.604919238,8.676765998,7.437792051,7.651088521,7.64513726
b0632,5.926857628,5.565497285,6.318856416,6.041432127,5.726348855,5.915637908
b0633,6.154505665,6.164301528,6.893694915,6.620142086,6.498588038,6.573910623
b0634,5.971396951,6.089918596,6.537259424,6.419570984,6.314951868,6.650750869
b0635,4.749177632,4.590191108,5.302993833,4.7413334,4.627056199,4.919874047
b0636,5.31990887,5.184226109,6.378550393,5.827894926,5.681426753,6.050572196
b0637,6.788742513,6.636088906,7.704665968,7.106486461,7.070330475,7.496998922
b0069,3.815596429,3.922231301,3.479049938,3.607197996,3.909859812,3.540967506
b0638,3.414046803,3.43076942,4.054341751,3.509293785,3.434460851,3.412116299
b0639,4.669911091,4.660659281,5.559471377,4.795351208,4.86099259,4.71426625
b0640,4.351350962,4.401811405,5.437840655,4.783223084,4.782148206,4.824996403
b0641,6.56974184,6.649621867,6.988453763,6.826777418,6.891782849,6.866496176
b0642,7.313096764,7.186988097,7.309486395,7.165001244,7.256567347,7.354485732
b0643,9.495891556,9.676677196,8.272636453,8.705968184,9.920365352,8.817114455
b0644,3.656131143,4.026117108,3.661862642,3.538386259,4.187212122,3.311798899
b0645,0.31442108,1.108232879,0.652477578,0.395991007,0.788351809,0.333588546
b0646,1.21669217,1.937673131,2.705556262,1.984554873,1.608258345,1.311365707
b0647,0.443954635,1.279566085,1.590590565,0.935002453,0.924112361,0.393371063
b4577,3.239406647,3.670870836,4.068919859,3.816461418,3.462805156,3.329241375
b0648,0.902723488,1.776478873,2.011699479,1.098285545,1.516540097,1.281324938
b0649,1.758762111,2.533549243,3.346143051,2.553630067,2.177061693,2.203083486
b0650,1.583237047,2.08838711,2.182500211,1.790363893,2.023333281,1.645974286
b0651,5.967059806,5.807370594,5.644673121,5.821574466,5.910172802,5.631261326
b0652,5.627468508,5.665605363,5.187601461,6.263840611,5.675073347,5.720733027
b0653,5.118464676,5.066896309,4.83516595,5.656939697,5.017007362,5.127733928
b0654,4.651311419,4.514014472,4.219854879,5.083122084,4.595760503,4.651728448
b0655,7.798435539,7.558755424,7.307165687,8.15116003,7.604308226,7.262458469
b0656,4.684075419,4.566574414,4.404297362,4.834983932,4.945704543,4.882571146
b0657,5.264026588,5.117114322,5.980811728,5.719328684,5.274503192,5.262356403
b4662,1.299242593,1.499747356,2.100060822,1.719185341,1.398942413,1.948323127
b0658,6.75759002,6.744511363,7.43652856,7.274328154,6.802074518,6.735371249
b0659,6.823101083,6.896537586,7.123390005,6.737699211,6.91331484,6.671078317
b0660,6.903009672,6.805184898,7.123230237,6.575764899,6.978674725,6.746408481
b0661,6.140075377,5.610137295,5.748352571,5.703600214,5.771802474,5.967782915
b0662,5.403247856,5.515181638,5.616918444,5.701214256,5.986954666,5.83284007
b0664,6.41933695,6.375628996,4.865144179,4.878733177,6.481541073,6.905831346
b0665,6.490216344,6.4075196,5.308956721,5.196939117,6.555860115,7.149296037
b0666,6.540985673,6.643479335,8.124584198,7.189636171,7.000125977,7.680894364
b0668,7.987543568,7.977826644,8.470595352,7.811574186,8.25061879,8.985781952
b0670,7.84149154,7.8971789,8.874293778,8.080662288,8.179869999,9.164755172
b0070,3.775363117,4.068605781,5.060013224,4.479297595,4.424569932,4.253458445
b0672,7.868797786,7.940586384,8.524284421,7.908852314,8.182509947,9.046722358
b0673,7.296244745,7.413537387,8.97971434,8.04134004,7.758133703,9.110155219
b0674,7.679311573,7.101716149,7.508631085,8.579495405,7.622087758,8.071451573
b0675,6.689721486,6.39872847,7.002289426,6.752353944,6.709041099,6.725709886
b0676,5.945724551,5.854212476,6.188768994,5.542361555,5.79948185,5.57114857
b0677,5.599910925,5.766324588,5.905679725,5.388017292,5.581187884,5.511854474
b0678,6.143642227,6.200704153,6.002423221,5.880448837,5.863439229,5.761735992
b0679,6.712548233,6.871939845,6.057930032,6.679412162,6.589563034,6.186578934
b0680,7.356230315,7.118522132,6.979752927,7.110345659,7.32155768,7.460170746
b0681,1.69843276,2.519421062,2.029091887,1.949096664,2.252055761,1.853033222
b0071,9.151613886,9.046713679,10.53599584,9.978362196,9.941384919,8.187985333
b0682,3.021715212,3.452749675,3.531721536,2.699179271,3.302911196,3.054295795
b0683,8.456065944,8.392179599,8.552092107,8.378099,8.849148162,8.72161331
b4637,7.506651595,7.426548675,7.715094353,7.664933545,8.035895046,7.831359155
b0684,6.692785256,6.535655982,6.916324517,6.6985473,7.12578086,7.209237229
b0685,4.529023209,4.466566421,5.17047112,4.787284874,5.254625803,5.02443926
b0686,4.757409261,4.507166526,5.129032952,5.091275779,4.896657508,4.923580751
b0687,7.471376908,7.492807361,7.995532194,7.704038833,7.854823376,7.614328058
b0688,7.47468177,7.266345404,7.605488935,7.475063834,7.596297656,6.990433099
b0689,2.62097271,2.996856621,3.439135222,3.213633346,3.305632605,2.761841386
b0691,1.013582148,1.782950927,2.43664836,1.766964437,1.50986889,0.877175732
b0008,10.07077357,9.948017557,9.918957749,10.1591283,10.32385442,9.932609591
b0072,8.81501831,8.652295473,10.48621664,9.766140277,9.539730005,7.894544932
b4636,0.748615229,1.511952863,2.132703777,1.591931577,1.216355498,0.738295901
b0692,1.994346864,2.383146618,3.237979589,2.514036903,2.150385401,1.881207451
b0693,0.953408797,1.690954564,1.926692639,1.452762936,1.354945076,1.047413587
b4590,0.541979489,1.145461906,0.414630525,0.48912251,1.108279318,0.371877019
b0694,2.929909939,3.206720157,3.84459268,3.357130257,3.302591749,2.84326326
b0695,3.288322586,3.547468025,4.101985213,3.69191287,3.508288297,3.129407266
b0696,2.300661649,2.854856898,3.343049928,3.219430435,2.712877073,2.381149091
b0697,1.185763252,1.892520693,2.66718825,2.845410223,1.557583257,1.115194371
b0698,0.70388331,1.731841956,1.748319291,2.951189669,1.047041625,0.716282449
b4513,0.802975929,1.33015943,1.919477368,3.41515995,0.723618854,1.208354788
b0073,8.757294943,8.54259813,10.70331088,9.737437866,9.370307889,7.875125126
b0699,10.79661051,10.95432565,11.15366363,10.19659371,10.37108288,10.37128558
b0700,3.6285584,3.756613531,4.670174798,3.633466549,3.419751671,3.62098972
b0702,3.026065483,3.293014682,3.403903889,2.968757526,2.488932019,3.010942337
b0703,2.156517175,2.739294983,2.934170204,2.735644198,2.330128549,2.473840779
b0704,2.685526005,3.063298702,3.123011541,3.410727406,2.733580422,3.027336174
b4514,1.884262698,2.650560987,2.241049579,2.504332414,2.181780645,2.325750081
b0705,1.599188696,2.294565021,1.778161123,2.217079134,1.808057088,1.524735728
b0706,1.780333969,2.217084029,1.85611782,2.089692821,1.792494597,1.455583263
b0707,3.652889781,3.919197688,4.873800944,4.064600818,4.421947802,3.67761142
b0708,4.095580378,4.365844501,5.01432662,4.40670171,4.557551071,4.010524784
b0074,8.678072564,8.318185504,10.8071376,9.653129754,9.139470606,8.464336365
b0709,4.45227616,4.176382103,3.754599834,4.490175459,4.106510952,4.797414196
b0710,7.867863323,7.849996941,8.589119254,8.543733003,8.169095843,7.603034608
b0711,7.08500283,7.180315402,7.988778471,7.821105434,7.458396918,6.679497775
b0712,6.75843648,6.786278005,7.584019735,7.378506957,7.122509313,6.136323953
b0713,5.588849202,5.657781716,6.585295814,6.268215453,6.09644176,5.134182786
b0714,4.008560125,4.177550598,4.859663511,4.6000521,4.520228363,3.498032578
b0715,4.594293375,4.559572508,4.022454559,4.081364955,4.864001939,3.979267715
b0716,1.82110042,2.43169398,3.453081898,2.663407526,2.65397127,2.129219357
b0717,1.081417539,1.73526524,2.333649603,1.502668224,1.651010207,1.238090686
b0718,0.721674535,1.695424643,1.326859771,1.054708881,1.048094962,0.803025961
b0075,4.748098823,4.700254661,7.114183131,6.045937646,5.577218357,5.536774817
b0719,0.833636284,1.519301891,1.302648137,1.259339935,1.039545831,0.979781228
b0720,7.65256002,7.576810887,8.927671232,9.493756758,8.446766072,8.34968367
b0721,5.740044081,5.625760399,5.221733629,6.545513061,6.494434866,6.442648832
