feature_ids	Fucose_1_RPKM	Fucose_2_RPKM	Fucose_3_RPKM	Glucose_1_RPKM	Glucose_2_RPKM	Glucose_3_RPKM
b2738	3.0	5.0	4.0	3.0	3.0	2.0
b2739	4.0	4.0	4.0	4.0	4.0	3.0
b2740	10.0	5.0	6.0	8.0	6.0	6.0
b2741	1411.0	1217.0	1276.0	2615.0	1082.0	734.0
b2742	965.0	602.0	667.0	2033.0	866.0	609.0
b2743	41.0	60.0	58.0	51.0	56.0	40.0
b2744	25.0	51.0	48.0	25.0	37.0	24.0
b2745	37.0	64.0	62.0	33.0	46.0	41.0
b2746	17.0	38.0	30.0	21.0	31.0	30.0
b2747	14.0	34.0	25.0	12.0	27.0	17.0
b2748	67.0	107.0	101.0	72.0	98.0	77.0
b2749	58.0	30.0	30.0	27.0	53.0	19.0
b2750	100.0	18.0	25.0	36.0	74.0	49.0
b2751	303.0	95.0	122.0	131.0	231.0	146.0
b2752	355.0	367.0	267.0	167.0	395.0	255.0
b2753	102.0	46.0	42.0	77.0	46.0	58.0
b2756	22.0	13.0	14.0	16.0	13.0	12.0
b2757	17.0	12.0	12.0	10.0	10.0	8.0
b2758	16.0	11.0	10.0	6.0	9.0	5.0
b2759	8.0	7.0	7.0	4.0	5.0	5.0
b2760	7.0	5.0	3.0	3.0	4.0	3.0
b2762	272.0	39.0	37.0	54.0	157.0	102.0
b2763	154.0	33.0	37.0	50.0	139.0	66.0
b2764	124.0	112.0	89.0	53.0	180.0	100.0
b2765	20.0	28.0	16.0	7.0	28.0	23.0
b2766	11.0	23.0	20.0	1.0	5.0	5.0
b2767	5.0	11.0	7.0	1.0	4.0	2.0
b2768	15.0	25.0	18.0	3.0	6.0	5.0
b2769	2.0	3.0	3.0	2.0	3.0	2.0
b2770	1.0	2.0	1.0	2.0	1.0	0.0
b2771	1.0	1.0	1.0	2.0	1.0	1.0
b2774	4.0	5.0	4.0	0.0	0.0	0.0
b2775	6.0	8.0	6.0	1.0	1.0	1.0
b2776	11.0	12.0	8.0	4.0	3.0	3.0
b2777	197.0	63.0	58.0	98.0	86.0	75.0
b2778	3.0	2.0	1.0	1.0	1.0	2.0
b2779	2981.0	3045.0	2636.0	3221.0	9176.0	5726.0
b2780	350.0	320.0	283.0	439.0	626.0	541.0
b2781	109.0	116.0	115.0	121.0	81.0	83.0
b2782	46.0	43.0	46.0	39.0	42.0	40.0
b2783	37.0	34.0	38.0	30.0	44.0	36.0
b2784	51.0	86.0	81.0	47.0	93.0	79.0
b2785	33.0	47.0	43.0	24.0	34.0	30.0
b2786	29.0	36.0	26.0	17.0	31.0	29.0
b2787	6.0	8.0	8.0	7.0	6.0	5.0
b2788	2.0	3.0	3.0	3.0	2.0	2.0
b2789	2.0	3.0	2.0	2.0	1.0	1.0
b2790	70.0	115.0	120.0	81.0	101.0	103.0
b2791	10.0	19.0	13.0	12.0	17.0	16.0
b2792	10.0	15.0	13.0	12.0	23.0	17.0
b2793	66.0	77.0	69.0	58.0	68.0	76.0
b2794	42.0	105.0	90.0	38.0	78.0	75.0
b2796	19.0	52.0	34.0	18.0	42.0	19.0
b2797	9.0	13.0	11.0	4.0	10.0	6.0
b2798	279.0	262.0	324.0	5.0	10.0	6.0
b2799	12893.0	10769.0	11041.0	8.0	10.0	9.0
b2800	16163.0	13768.0	15981.0	3.0	3.0	4.0
b2801	9957.0	10783.0	12930.0	2.0	1.0	1.0
b2802	10507.0	13627.0	13529.0	3.0	3.0	3.0
b2803	3281.0	4645.0	4920.0	3.0	4.0	4.0
b2804	3257.0	4884.0	4769.0	13.0	21.0	22.0
b2805	246.0	281.0	340.0	24.0	28.0	30.0
b2806	36.0	55.0	58.0	28.0	43.0	27.0
b2807	21.0	35.0	27.0	19.0	29.0	19.0
b2808	58.0	48.0	44.0	34.0	39.0	35.0
b2809	743.0	291.0	322.0	2874.0	171.0	324.0
b2810	23.0	33.0	32.0	32.0	44.0	31.0
b2811	24.0	36.0	39.0	44.0	39.0	32.0
b2812	22.0	29.0	27.0	28.0	39.0	25.0
b2813	26.0	67.0	56.0	33.0	50.0	36.0
b2814	49.0	64.0	107.0	95.0	80.0	74.0
b2815	22.0	36.0	39.0	17.0	93.0	108.0
b2816	2.0	1.0	1.0	0.0	2.0	2.0
b2817	31.0	47.0	42.0	33.0	43.0	31.0
b2818	32.0	57.0	29.0	35.0	113.0	122.0
b2819	11.0	16.0	16.0	17.0	26.0	20.0
b2820	12.0	20.0	17.0	20.0	31.0	22.0
b2821	26.0	34.0	30.0	31.0	42.0	33.0
b2822	20.0	24.0	25.0	29.0	28.0	24.0
b2823	5.0	5.0	7.0	6.0	3.0	4.0
b2824	4.0	5.0	5.0	5.0	5.0	3.0
b2825	4.0	5.0	6.0	5.0	5.0	4.0
b2826	2.0	2.0	3.0	3.0	2.0	1.0
b2827	81.0	122.0	98.0	92.0	136.0	118.0
b2828	45.0	59.0	43.0	64.0	88.0	64.0
b2829	63.0	114.0	107.0	101.0	141.0	101.0
b2830	222.0	329.0	279.0	230.0	289.0	278.0
b2831	21.0	30.0	34.0	28.0	29.0	23.0
b2832	84.0	85.0	61.0	45.0	69.0	50.0
b2833	682.0	357.0	366.0	1119.0	196.0	461.0
b2834	105.0	171.0	175.0	171.0	160.0	131.0
b2835	17.0	25.0	27.0	25.0	24.0	16.0
b2836	22.0	47.0	40.0	21.0	38.0	29.0
b2837	37.0	52.0	53.0	32.0	46.0	46.0
b2838	10.0	36.0	38.0	13.0	121.0	201.0
b2839	9.0	10.0	10.0	7.0	8.0	7.0
b2840	27.0	28.0	28.0	34.0	36.0	34.0
b2841	19.0	17.0	19.0	20.0	16.0	10.0
b2842	11.0	13.0	14.0	10.0	8.0	8.0
b2843	9.0	7.0	8.0	4.0	4.0	4.0
b2844	11.0	65.0	56.0	6.0	6.0	4.0
b2845	13.0	7.0	6.0	7.0	5.0	4.0
b2846	7.0	4.0	5.0	3.0	2.0	5.0
b2847	14.0	5.0	5.0	4.0	11.0	17.0
b2848	3.0	1.0	1.0	1.0	3.0	4.0
b2849	2.0	0.0	0.0	0.0	0.0	0.0
b2850	4.0	2.0	1.0	2.0	1.0	0.0
b2851	1.0	1.0	1.0	0.0	1.0	0.0
b2852	1.0	1.0	1.0	1.0	0.0	0.0
b2853	4.0	3.0	1.0	2.0	0.0	2.0
b2854	2.0	0.0	0.0	0.0	0.0	0.0
b2855	2.0	1.0	1.0	1.0	0.0	0.0
b2858	1.0	1.0	1.0	1.0	0.0	0.0
b2859	2.0	1.0	1.0	1.0	1.0	1.0
b2863	30.0	14.0	13.0	10.0	13.0	12.0
b2864	46.0	16.0	8.0	1.0	12.0	15.0
b2865	74.0	79.0	73.0	60.0	64.0	57.0
b2866	10.0	15.0	13.0	4.0	4.0	2.0
b2867	6.0	10.0	8.0	3.0	2.0	2.0
b2868	12.0	15.0	13.0	5.0	4.0	4.0
b2869	237.0	237.0	187.0	14.0	12.0	25.0
b2870	15.0	5.0	3.0	2.0	1.0	2.0
b2871	9.0	7.0	6.0	4.0	5.0	4.0
b2872	9.0	5.0	4.0	2.0	1.0	2.0
b2873	3.0	3.0	3.0	2.0	3.0	2.0
b2874	18.0	14.0	16.0	16.0	12.0	11.0
b2875	22.0	75.0	34.0	6.0	4.0	5.0
b2876	27.0	61.0	34.0	1.0	2.0	2.0
b2877	67.0	49.0	45.0	9.0	10.0	8.0
b2878	6.0	5.0	4.0	3.0	3.0	3.0
b2879	2.0	2.0	1.0	1.0	1.0	1.0
b2880	4.0	4.0	3.0	2.0	2.0	2.0
b2881	5.0	5.0	5.0	4.0	5.0	4.0
b2882	7.0	6.0	6.0	5.0	5.0	5.0
b2883	12.0	15.0	14.0	8.0	10.0	8.0
b2886	4.0	4.0	4.0	3.0	2.0	2.0
b2887	3.0	5.0	4.0	2.0	2.0	2.0
b2888	5.0	2.0	2.0	2.0	1.0	1.0
b2889	24.0	42.0	42.0	23.0	18.0	15.0
b2890	168.0	366.0	306.0	200.0	399.0	341.0
b2891	139.0	305.0	261.0	120.0	316.0	264.0
b2892	26.0	49.0	44.0	36.0	54.0	38.0
b2893	58.0	109.0	108.0	68.0	108.0	89.0
b2894	43.0	65.0	63.0	43.0	58.0	52.0
b2895	160.0	134.0	124.0	183.0	164.0	152.0
b2897	224.0	239.0	215.0	182.0	178.0	184.0
b2898	103.0	201.0	194.0	98.0	150.0	152.0
b2899	154.0	209.0	222.0	152.0	85.0	124.0
b2900	97.0	131.0	129.0	130.0	123.0	130.0
b2901	91.0	119.0	108.0	98.0	133.0	141.0
b2902	16.0	7.0	6.0	7.0	5.0	6.0
b2903	74.0	16.0	16.0	35.0	32.0	42.0
b2904	228.0	34.0	35.0	92.0	51.0	101.0
b2905	105.0	35.0	33.0	57.0	54.0	69.0
b2906	44.0	47.0	46.0	41.0	52.0	38.0
b2907	43.0	51.0	51.0	60.0	67.0	44.0
b2908	121.0	168.0	156.0	165.0	209.0	177.0
b2909	167.0	254.0	226.0	179.0	299.0	296.0
b2910	832.0	774.0	868.0	1427.0	906.0	934.0
b2911	1080.0	10447.0	14145.0	1714.0	7758.0	7876.0
b2912	115.0	63.0	59.0	87.0	76.0	78.0
b2913	629.0	1162.0	1175.0	646.0	3051.0	2111.0
b2914	150.0	259.0	241.0	140.0	442.0	371.0
b2915	2.0	4.0	3.0	2.0	4.0	3.0
b2916	45.0	88.0	88.0	40.0	86.0	69.0
b2917	3.0	4.0	4.0	4.0	3.0	2.0
b2918	2.0	2.0	2.0	2.0	1.0	1.0
b2919	2.0	3.0	3.0	1.0	3.0	2.0
b2920	3.0	4.0	4.0	4.0	4.0	3.0
b2921	25.0	12.0	13.0	12.0	11.0	12.0
b2922	93.0	140.0	142.0	91.0	117.0	126.0
b2923	14.0	20.0	24.0	12.0	24.0	14.0
b2924	344.0	233.0	264.0	346.0	544.0	379.0
b2925	1125.0	938.0	813.0	1719.0	3808.0	3032.0
b2926	915.0	888.0	817.0	947.0	2795.0	2321.0
b2927	324.0	228.0	205.0	236.0	549.0	575.0
b2928	38.0	36.0	42.0	39.0	40.0	33.0
b2930	3.0	2.0	2.0	3.0	2.0	2.0
b2933	2.0	1.0	1.0	1.0	1.0	1.0
b2934	3.0	2.0	3.0	1.0	0.0	1.0
b2935	184.0	318.0	247.0	92.0	355.0	346.0
b2936	93.0	106.0	101.0	166.0	47.0	84.0
b2937	38.0	75.0	70.0	58.0	80.0	67.0
b2938	147.0	240.0	170.0	158.0	166.0	172.0
b2939	40.0	49.0	30.0	19.0	36.0	29.0
b2940	207.0	350.0	211.0	89.0	229.0	308.0
b2942	208.0	272.0	312.0	370.0	1061.0	874.0
b2943	18.0	15.0	16.0	58.0	39.0	50.0
b2944	6.0	10.0	8.0	7.0	9.0	8.0
b2945	3.0	3.0	3.0	2.0	3.0	4.0
b2946	26.0	54.0	50.0	29.0	49.0	43.0
b2947	99.0	145.0	139.0	112.0	121.0	122.0
b2948	231.0	263.0	224.0	275.0	250.0	240.0
b2949	76.0	105.0	82.0	98.0	88.0	87.0
b2950	5.0	7.0	7.0	6.0	6.0	6.0
b2951	34.0	47.0	35.0	22.0	41.0	36.0
b2952	42.0	61.0	53.0	31.0	51.0	46.0
b2953	9.0	16.0	17.0	8.0	15.0	15.0
b2954	17.0	41.0	37.0	18.0	35.0	28.0
b2956	6.0	4.0	5.0	5.0	4.0	4.0
b2957	184.0	84.0	42.0	15.0	23.0	21.0
b2958	77.0	56.0	51.0	61.0	75.0	74.0
b2959	373.0	487.0	416.0	302.0	441.0	587.0
b2960	55.0	94.0	81.0	68.0	87.0	89.0
b2961	21.0	48.0	37.0	26.0	49.0	36.0
b2962	41.0	94.0	79.0	59.0	101.0	103.0
b2963	15.0	31.0	24.0	18.0	33.0	27.0
b2964	43.0	78.0	65.0	19.0	25.0	22.0
b2965	9.0	22.0	13.0	10.0	18.0	23.0
b2966	45.0	18.0	20.0	19.0	27.0	39.0
b2967	9.0	5.0	7.0	6.0	6.0	19.0
b2968	6.0	5.0	6.0	6.0	6.0	7.0
b2969	17.0	41.0	34.0	28.0	53.0	32.0
b2970	1.0	2.0	1.0	1.0	1.0	2.0
b2971	1.0	2.0	1.0	1.0	3.0	2.0
b2972	2.0	3.0	4.0	3.0	6.0	4.0
b2975	7.0	12.0	11.0	5.0	4.0	4.0
b2976	19.0	34.0	29.0	11.0	14.0	10.0
b2977	10.0	22.0	18.0	6.0	8.0	6.0
b2979	4.0	4.0	3.0	2.0	2.0	1.0
b2980	12.0	26.0	20.0	6.0	8.0	3.0
b2981	2.0	3.0	2.0	2.0	2.0	1.0
b2983	5.0	5.0	5.0	3.0	4.0	4.0
b2984	1.0	1.0	1.0	1.0	1.0	1.0
b2985	2.0	2.0	1.0	1.0	2.0	1.0
b2986	3.0	2.0	1.0	1.0	0.0	1.0
b2987	3.0	3.0	2.0	2.0	2.0	1.0
b2988	93.0	77.0	84.0	132.0	141.0	145.0
b2989	97.0	219.0	204.0	96.0	150.0	118.0
b2990	25.0	27.0	29.0	12.0	23.0	18.0
b2991	15.0	10.0	9.0	6.0	11.0	9.0
b2992	43.0	24.0	22.0	20.0	20.0	16.0
b2993	42.0	30.0	26.0	20.0	31.0	20.0
b2994	75.0	33.0	21.0	20.0	29.0	21.0
b2995	36.0	15.0	6.0	6.0	7.0	5.0
b2996	89.0	19.0	7.0	16.0	13.0	10.0
b2997	242.0	43.0	28.0	54.0	49.0	45.0
b2998	289.0	3.0	4.0	240.0	3.0	6.0
b3001	168.0	391.0	354.0	20.0	42.0	40.0
b3002	208.0	134.0	102.0	95.0	98.0	55.0
b3003	21.0	25.0	29.0	123.0	21.0	33.0
b3005	827.0	1089.0	945.0	745.0	1173.0	1348.0
b3006	1317.0	1441.0	1262.0	884.0	1880.0	2217.0
b3008	38.0	111.0	122.0	113.0	175.0	230.0
b3009	179.0	101.0	98.0	76.0	89.0	123.0
b3010	58.0	16.0	18.0	7.0	6.0	6.0
b3011	315.0	184.0	207.0	27.0	58.0	63.0
b3012	171.0	216.0	242.0	148.0	124.0	104.0
b3013	13.0	10.0	10.0	8.0	8.0	8.0
b3014	20.0	17.0	14.0	14.0	10.0	11.0
b3017	26.0	50.0	42.0	24.0	39.0	23.0
b3018	50.0	73.0	67.0	37.0	66.0	44.0
b3019	24.0	45.0	41.0	24.0	47.0	42.0
b3020	25.0	44.0	36.0	8.0	17.0	16.0
b3021	128.0	39.0	44.0	53.0	68.0	51.0
b3022	220.0	72.0	71.0	64.0	147.0	191.0
b3023	10.0	36.0	38.0	11.0	25.0	16.0
b3024	76.0	593.0	661.0	264.0	338.0	305.0
b3025	9.0	14.0	14.0	8.0	18.0	14.0
b3026	8.0	11.0	13.0	9.0	11.0	9.0
b3027	8.0	2.0	2.0	2.0	0.0	2.0
b3028	32.0	63.0	69.0	34.0	79.0	58.0
b3029	780.0	825.0	848.0	893.0	892.0	830.0
b3030	64.0	141.0	95.0	53.0	70.0	56.0
b3031	65.0	117.0	96.0	46.0	60.0	45.0
b3032	125.0	250.0	245.0	77.0	108.0	69.0
b3033	49.0	88.0	79.0	54.0	66.0	56.0
b3034	59.0	85.0	78.0	57.0	76.0	74.0
b3035	241.0	590.0	504.0	189.0	431.0	284.0
b3037	106.0	263.0	258.0	105.0	166.0	117.0
b3038	92.0	237.0	188.0	83.0	126.0	94.0
b3039	23.0	20.0	21.0	32.0	21.0	22.0
b3040	134.0	126.0	122.0	132.0	136.0	111.0
b3041	563.0	347.0	283.0	358.0	366.0	333.0
b3043	7.0	4.0	2.0	1.0	2.0	1.0
b3046	6.0	3.0	3.0	2.0	2.0	2.0
b3047	4.0	2.0	2.0	2.0	1.0	1.0
b3048	6.0	4.0	3.0	1.0	2.0	2.0
b3049	1544.0	1028.0	1234.0	708.0	635.0	902.0
b3050	32.0	8.0	6.0	8.0	4.0	5.0
b3051	12.0	7.0	5.0	4.0	5.0	4.0
b3052	32.0	45.0	38.0	39.0	58.0	42.0
b3053	23.0	29.0	30.0	37.0	36.0	30.0
b3054	25.0	31.0	29.0	35.0	38.0	33.0
b3055	62.0	86.0	76.0	46.0	77.0	70.0
b3056	39.0	82.0	83.0	66.0	63.0	47.0
b3057	31.0	31.0	29.0	31.0	32.0	27.0
b3058	20.0	20.0	17.0	12.0	22.0	23.0
b3059	34.0	51.0	43.0	17.0	51.0	39.0
b3060	30.0	6.0	5.0	1.0	8.0	22.0
b3061	1.0	2.0	1.0	1.0	1.0	1.0
b3062	1.0	1.0	1.0	1.0	1.0	1.0
b3063	2.0	1.0	2.0	1.0	2.0	1.0
b3064	24.0	30.0	26.0	17.0	34.0	27.0
b3065	1156.0	2420.0	1946.0	994.0	3350.0	3427.0
b3066	91.0	136.0	94.0	69.0	109.0	86.0
b3067	289.0	335.0	296.0	280.0	298.0	236.0
b3068	56.0	95.0	99.0	101.0	92.0	75.0
b3069	3.0	6.0	5.0	4.0	11.0	5.0
b3072	5.0	8.0	8.0	7.0	6.0	4.0
b3073	28.0	82.0	95.0	141.0	56.0	41.0
b3074	11.0	17.0	13.0	7.0	3.0	2.0
b3075	53.0	35.0	33.0	14.0	26.0	46.0
b3076	2.0	2.0	2.0	2.0	1.0	1.0
b3077	2.0	2.0	2.0	1.0	0.0	1.0
b3078	3.0	2.0	1.0	1.0	0.0	1.0
b3079	2.0	0.0	1.0	1.0	0.0	0.0
b3080	2.0	3.0	3.0	4.0	3.0	2.0
b3081	4.0	9.0	7.0	1.0	1.0	1.0
b3082	13.0	13.0	12.0	11.0	10.0	10.0
b3083	9.0	11.0	9.0	3.0	6.0	8.0
b3084	12.0	24.0	16.0	7.0	21.0	15.0
b3085	12.0	15.0	15.0	10.0	17.0	10.0
b3086	4.0	3.0	3.0	3.0	3.0	2.0
b3087	71.0	159.0	151.0	27.0	50.0	36.0
b3088	6.0	8.0	6.0	6.0	5.0	5.0
b3089	240.0	508.0	480.0	286.0	609.0	348.0
b3090	24.0	18.0	15.0	15.0	16.0	20.0
b3091	19.0	37.0	23.0	13.0	23.0	48.0
b3092	22.0	47.0	30.0	11.0	34.0	68.0
b3093	17.0	27.0	23.0	17.0	15.0	11.0
b3094	267.0	281.0	265.0	299.0	268.0	302.0
b3095	140.0	125.0	122.0	146.0	133.0	124.0
b3096	60.0	83.0	70.0	48.0	88.0	65.0
b3097	507.0	853.0	934.0	1054.0	628.0	371.0
b3098	190.0	486.0	520.0	441.0	344.0	204.0
b3099	132.0	406.0	400.0	260.0	280.0	157.0
b3100	163.0	464.0	495.0	281.0	299.0	193.0
b3101	17.0	22.0	20.0	21.0	15.0	10.0
b3102	29.0	83.0	90.0	50.0	61.0	31.0
b3103	72.0	110.0	120.0	83.0	62.0	46.0
b3104	11.0	5.0	4.0	6.0	3.0	3.0
b3105	17.0	29.0	27.0	19.0	29.0	24.0
b3106	8.0	7.0	11.0	17.0	10.0	7.0
b3107	107.0	147.0	154.0	67.0	63.0	72.0
b3113	29.0	5.0	3.0	4.0	5.0	5.0
b3114	18.0	4.0	3.0	2.0	3.0	2.0
b3115	14.0	5.0	3.0	1.0	1.0	1.0
b3116	50.0	22.0	13.0	4.0	6.0	7.0
b3117	26.0	13.0	3.0	1.0	0.0	0.0
b3118	11.0	4.0	3.0	1.0	0.0	1.0
b3119	1.0	0.0	0.0	1.0	0.0	0.0
b3120	2.0	1.0	1.0	2.0	0.0	1.0
b3121	1.0	0.0	0.0	1.0	0.0	0.0
b3123	25864.0	26518.0	30319.0	33870.0	33168.0	22238.0
b3124	4.0	9.0	10.0	6.0	5.0	4.0
b3125	6.0	17.0	17.0	5.0	5.0	5.0
b3126	3.0	8.0	6.0	1.0	2.0	2.0
b3127	3.0	4.0	2.0	1.0	0.0	0.0
b3128	28.0	34.0	28.0	4.0	7.0	5.0
b3129	181.0	124.0	123.0	128.0	99.0	134.0
b3130	165.0	101.0	100.0	104.0	76.0	79.0
b3131	101.0	115.0	122.0	100.0	108.0	102.0
b3132	2.0	3.0	3.0	2.0	1.0	1.0
b3133	1.0	7.0	3.0	1.0	1.0	0.0
b3134	1.0	3.0	3.0	1.0	0.0	0.0
b3135	3.0	7.0	6.0	6.0	2.0	2.0
b3136	2.0	3.0	4.0	3.0	3.0	2.0
b3137	2.0	2.0	1.0	1.0	1.0	1.0
b3138	4.0	3.0	2.0	2.0	2.0	2.0
b3139	3.0	3.0	1.0	1.0	1.0	1.0
b3140	3.0	2.0	2.0	1.0	2.0	1.0
b3141	2.0	2.0	2.0	1.0	2.0	2.0
b3142	13.0	12.0	11.0	6.0	8.0	7.0
b3143	7.0	2.0	2.0	2.0	1.0	1.0
b3144	10.0	12.0	14.0	10.0	9.0	8.0
b3145	10.0	13.0	12.0	7.0	10.0	10.0
b3146	21.0	32.0	31.0	21.0	31.0	27.0
b3147	51.0	105.0	93.0	46.0	81.0	68.0
b3148	37.0	63.0	67.0	31.0	57.0	53.0
b3149	71.0	95.0	99.0	57.0	94.0	65.0
b3150	69.0	120.0	96.0	51.0	95.0	77.0
b3151	16.0	13.0	9.0	11.0	16.0	14.0
b3152	12.0	14.0	17.0	21.0	16.0	15.0
b3153	29.0	20.0	27.0	310.0	25.0	34.0
b3154	19.0	14.0	16.0	20.0	13.0	14.0
b3155	30.0	25.0	23.0	20.0	20.0	27.0
b3156	99.0	70.0	71.0	45.0	77.0	108.0
b3160	6.0	24.0	21.0	15.0	14.0	9.0
b3161	6.0	14.0	16.0	16.0	66.0	214.0
b3162	713.0	456.0	336.0	669.0	812.0	526.0
b3163	1495.0	1425.0	1313.0	1362.0	1654.0	1566.0
b3164	434.0	689.0	592.0	463.0	678.0	637.0
b3165	2031.0	2964.0	2468.0	1792.0	3443.0	3893.0
b3166	72.0	76.0	68.0	38.0	126.0	87.0
b3167	173.0	103.0	102.0	133.0	173.0	146.0
b3168	306.0	319.0	263.0	257.0	469.0	421.0
b3169	230.0	344.0	244.0	166.0	365.0	305.0
b3170	305.0	369.0	278.0	181.0	355.0	298.0
b3171	1101.0	356.0	417.0	352.0	821.0	616.0
b3172	106.0	192.0	131.0	85.0	387.0	448.0
b3173	3.0	3.0	3.0	3.0	3.0	3.0
b3174	4.0	4.0	3.0	2.0	4.0	1.0
b3175	557.0	600.0	423.0	172.0	603.0	474.0
b3176	112.0	140.0	121.0	103.0	110.0	109.0
b3177	25.0	31.0	29.0	37.0	29.0	27.0
b3178	523.0	721.0	662.0	680.0	687.0	393.0
b3179	555.0	666.0	680.0	766.0	598.0	424.0
b3180	771.0	1054.0	968.0	688.0	995.0	928.0
b3181	266.0	337.0	242.0	102.0	252.0	212.0
b3182	13.0	28.0	21.0	12.0	20.0	15.0
b3183	136.0	164.0	128.0	170.0	184.0	171.0
b3184	56.0	106.0	73.0	47.0	105.0	88.0
b3185	1611.0	2632.0	1743.0	1049.0	2790.0	2557.0
b3186	2136.0	3711.0	2321.0	1273.0	3737.0	3759.0
b3187	120.0	239.0	198.0	86.0	192.0	154.0
b3188	38.0	40.0	29.0	32.0	35.0	45.0
b3189	84.0	184.0	146.0	71.0	177.0	169.0
b3190	112.0	209.0	175.0	100.0	248.0	259.0
b3191	90.0	88.0	76.0	88.0	90.0	95.0
b3192	101.0	120.0	102.0	131.0	124.0	105.0
b3193	65.0	66.0	59.0	68.0	80.0	67.0
b3194	46.0	50.0	42.0	37.0	48.0	39.0
b3195	121.0	117.0	105.0	83.0	114.0	109.0
b3196	31.0	41.0	38.0	33.0	42.0	32.0
b3197	57.0	89.0	79.0	66.0	80.0	69.0
b3198	85.0	121.0	114.0	84.0	97.0	92.0
b3199	98.0	132.0	129.0	105.0	138.0	109.0
b3200	168.0	248.0	218.0	200.0	235.0	209.0
b3201	71.0	125.0	108.0	76.0	111.0	84.0
b3202	181.0	277.0	256.0	213.0	281.0	249.0
b3203	392.0	435.0	435.0	586.0	601.0	516.0
b3204	221.0	271.0	255.0	269.0	348.0	258.0
b3206	57.0	60.0	60.0	49.0	56.0	89.0
b3207	733.0	821.0	812.0	1015.0	905.0	871.0
b3208	23.0	32.0	33.0	20.0	39.0	28.0
b3209	58.0	80.0	77.0	53.0	65.0	48.0
b3210	71.0	94.0	89.0	92.0	81.0	74.0
b3211	10.0	7.0	7.0	3.0	9.0	13.0
b3212	59.0	134.0	127.0	189.0	253.0	205.0
b3213	112.0	132.0	136.0	192.0	287.0	232.0
b3214	13.0	15.0	11.0	4.0	17.0	17.0
b3215	4.0	2.0	1.0	2.0	2.0	1.0
b3216	10.0	9.0	8.0	4.0	6.0	5.0
b3219	39.0	20.0	19.0	9.0	17.0	14.0
b3220	34.0	14.0	13.0	12.0	11.0	10.0
b3221	12.0	31.0	32.0	18.0	19.0	10.0
b3222	3.0	9.0	10.0	6.0	6.0	2.0
b3223	3.0	8.0	10.0	2.0	3.0	1.0
b3224	3.0	8.0	6.0	3.0	2.0	1.0
b3225	11.0	24.0	17.0	5.0	6.0	5.0
b3226	78.0	112.0	97.0	61.0	108.0	99.0
b3227	5.0	3.0	2.0	3.0	3.0	2.0
b3228	141.0	213.0	186.0	145.0	250.0	172.0
b3229	410.0	511.0	485.0	327.0	567.0	428.0
b3230	1094.0	2577.0	1598.0	934.0	3300.0	2381.0
b3231	1180.0	3225.0	2021.0	1232.0	4524.0	3589.0
b3232	27.0	53.0	46.0	45.0	52.0	39.0
b3233	400.0	530.0	526.0	580.0	577.0	529.0
b3234	40.0	90.0	83.0	58.0	60.0	43.0
b3235	35.0	59.0	48.0	27.0	49.0	42.0
b3236	332.0	980.0	778.0	314.0	224.0	191.0
b3237	167.0	243.0	199.0	184.0	210.0	186.0
b3238	108.0	32.0	32.0	145.0	62.0	45.0
b3239	43.0	75.0	114.0	181.0	79.0	69.0
b3240	4.0	5.0	5.0	5.0	5.0	3.0
b3241	4.0	7.0	7.0	6.0	7.0	7.0
b3242	33.0	33.0	29.0	32.0	30.0	29.0
b3243	48.0	45.0	44.0	54.0	51.0	49.0
b3244	93.0	140.0	140.0	105.0	149.0	133.0
b3247	30.0	60.0	57.0	49.0	78.0	66.0
b3248	32.0	61.0	57.0	53.0	85.0	73.0
b3249	20.0	37.0	42.0	35.0	53.0	44.0
b3250	20.0	60.0	43.0	21.0	67.0	43.0
b3251	173.0	368.0	292.0	126.0	368.0	271.0
b3252	69.0	64.0	62.0	40.0	53.0	40.0
b3255	244.0	677.0	527.0	223.0	496.0	381.0
b3256	117.0	357.0	265.0	112.0	310.0	220.0
b3257	7.0	9.0	5.0	4.0	11.0	7.0
b3258	7.0	14.0	10.0	9.0	14.0	9.0
b3259	28.0	56.0	49.0	35.0	55.0	40.0
b3260	353.0	557.0	375.0	158.0	695.0	858.0
b3261	499.0	603.0	407.0	270.0	770.0	1093.0
b3262	4.0	3.0	4.0	3.0	4.0	5.0
b3263	3.0	6.0	6.0	2.0	0.0	1.0
b3265	2.0	2.0	2.0	2.0	1.0	1.0
b3266	5.0	6.0	7.0	6.0	5.0	5.0
b3267	53.0	22.0	19.0	44.0	33.0	20.0
b3268	24.0	49.0	43.0	15.0	10.0	9.0
b3269	4.0	6.0	5.0	4.0	3.0	3.0
b3270	2.0	3.0	2.0	2.0	1.0	2.0
b3271	12.0	12.0	13.0	16.0	7.0	12.0
b3275	4.0	0.0	0.0	3.0	1.0	4.0
b3278	18.0	1.0	1.0	61.0	0.0	2.0
b3279	251.0	305.0	257.0	347.0	276.0	306.0
b3280	60.0	61.0	48.0	94.0	66.0	74.0
b3281	83.0	113.0	95.0	150.0	118.0	106.0
b3282	79.0	130.0	109.0	86.0	125.0	109.0
b3283	216.0	274.0	276.0	219.0	227.0	200.0
b3284	495.0	533.0	549.0	553.0	407.0	359.0
b3287	472.0	586.0	523.0	502.0	486.0	542.0
b3288	207.0	368.0	302.0	222.0	298.0	228.0
b3289	86.0	188.0	154.0	145.0	168.0	114.0
